accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,target,split_col,label_type,n_train,n_val,n_test,n_features_raw,n_text_embedding_cols,n_metadata_cols,threshold
0.6228070175438597,0.3837837837837838,0.47804646752015173,0.0,0.0,0.0,0.5,0.37719298245614036,dummy,target_integration_binary,split_edu_to_eng_cluster_safe,binary,1827,331,342,9,0,9,
0.5292397660818714,0.39520885735311884,0.46513802712464186,0.11049723756906077,0.19230769230769232,0.07751937984496124,0.44833861047421475,0.3315834001664618,metadata_lr,target_integration_binary,split_edu_to_eng_cluster_safe,binary,1827,331,342,9,0,9,
0.3713450292397661,0.27078891257995735,0.20427935510417836,0.5415778251599147,0.3735294117647059,0.9844961240310077,0.3825381227936092,0.3167461961796584,metadata_svm,target_integration_binary,split_edu_to_eng_cluster_safe,binary,1827,331,342,9,0,9,
0.31871345029239767,0.3185678003061425,0.3161208805370561,0.3285302593659942,0.26146788990825687,0.4418604651162791,0.3197219492666594,0.31329227728770853,metadata_mlp,target_integration_binary,split_edu_to_eng_cluster_safe,binary,1827,331,342,9,0,9,
0.5584795321637427,0.43673309119465986,0.5010519656688923,0.17486338797814208,0.2962962962962963,0.12403100775193798,0.5127561233031263,0.35906368970660535,metadata_extra_trees,target_integration_binary,split_edu_to_eng_cluster_safe,binary,1827,331,342,9,0,9,
