accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.8636363636363636,0.6615384615384616,0.8447552447552448,0.9230769230769231,0.8869565217391304,0.9622641509433962,0.793351302785265,0.9523966178337708,metadata_extra_trees,binary,
