,explicit_mmr,implicit_mmr,multi_method_not_mmr,no_method_signal,qual_only,quant_only
explicit_mmr,50,0,0,0,0,0
implicit_mmr,15,0,0,0,0,0
multi_method_not_mmr,38,0,0,0,0,0
no_method_signal,65,0,0,0,0,0
qual_only,8,0,0,0,0,0
quant_only,42,0,0,0,0,0
