accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.9431438127090301,0.6046374957868446,0.9517084303660975,0.9704690214244355,0.9824150058616647,0.9588100686498856,0.7295791463535967,0.9865515802291116,metadata_extra_trees,binary,
