model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
fusion_svm,target_mmr_multiclass,split_temporal_cluster_safe,897,0.3857302118171683,0.22555316562230973,0.3783424358275668,0.6460118843145682,0.23655460479212778,1257,346,6
