model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
dummy,target_mmr_multiclass,split_random_cluster_stratified,374,0.3048128342245989,0.0778688524590164,0.1424125536950995,0.5,0.16666666666666666,1750,376,6
fusion_lr,target_mmr_multiclass,split_random_cluster_stratified,374,0.47058823529411764,0.4331504570781937,0.46963864562185204,0.7746759646425154,0.4214788868935899,1750,376,6
fusion_svm,target_mmr_multiclass,split_random_cluster_stratified,374,0.4411764705882353,0.3888074055946629,0.434942729314463,0.7481004011733762,0.40911947946367827,1750,376,6
fusion_mlp,target_mmr_multiclass,split_random_cluster_stratified,374,0.46524064171123,0.39714303222595654,0.4452225861194071,0.7780775868190809,0.4435869713632084,1750,376,6
fusion_extra_trees,target_mmr_multiclass,split_random_cluster_stratified,374,0.4732620320855615,0.33007334211141603,0.39015600037930576,0.7607648853186822,0.4092153834057551,1750,376,6
