epoch,loss,threshold,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,val_accuracy,val_macro_f1,val_weighted_f1,val_positive_f1,val_precision,val_recall,val_roc_auc,val_pr_auc
1,0.7020992636680603,0.5,0.3619729514717582,0.34784684414267086,0.3063848101983767,0.44382801664355065,0.29493087557603687,0.896358543417367,0.5080547774665423,0.28054576226071376,0.5115606936416185,0.40035891914064503,0.4302117445100339,0.6585858585858586,0.5397350993377483,0.844559585492228,0.4488807612855159,0.527383908669771
2,2.5065834522247314,0.5,0.7159904534606205,0.4172461752433936,0.5974885564344538,0.0,0.0,0.0,0.6104263927793341,0.3768744448702293,0.4421965317919075,0.3066132264529058,0.27116661067800335,0.0,0.0,0.0,0.5515594838971858,0.6096021847284661
3,0.652038037776947,0.5,0.6443914081145584,0.5982483574328976,0.6570644994989584,0.4620938628158845,0.4050632911392405,0.5378151260504201,0.6605820105820106,0.43990271228688826,0.630057803468208,0.6185883082434807,0.626234638393299,0.6847290640394089,0.6525821596244131,0.7202072538860104,0.6549832368180433,0.708070002668975
4,1.232420802116394,0.5,0.2840095465393795,0.2211895910780669,0.1256399109226251,0.4423791821561338,0.2840095465393795,1.0,0.6264270152505446,0.40426962716559406,0.5578034682080925,0.3580705009276438,0.39946593456089746,0.7161410018552876,0.5578034682080925,1.0,0.5807511260117172,0.6271289241666725
5,1.0685003995895386,0.5,0.2840095465393795,0.2211895910780669,0.1256399109226251,0.4423791821561338,0.2840095465393795,1.0,0.6260846560846561,0.3968783058802711,0.5578034682080925,0.3580705009276438,0.39946593456089746,0.7161410018552876,0.5578034682080925,1.0,0.5266686985675099,0.6086309228130314
6,0.7563092112541199,0.5,0.33651551312649164,0.30941709353063934,0.2503229495926964,0.44621513944223107,0.2924281984334204,0.9411764705882353,0.6222315592903829,0.3833542476858953,0.5404624277456648,0.37252352437981184,0.41005177094201356,0.6971428571428572,0.5512048192771084,0.9481865284974094,0.5485454976463815,0.6077784096028184
7,0.6912431716918945,0.5,0.6722354813046937,0.5673078851153993,0.6593526100439726,0.3542319749216301,0.40213523131672596,0.3165266106442577,0.6277715530656707,0.3830153182140305,0.5202312138728323,0.5149805776051343,0.509146537307692,0.4645161290322581,0.6153846153846154,0.37305699481865284,0.5804124758711775,0.6361043178884294
8,0.8374394774436951,0.5,0.7104216388225935,0.44764595103578153,0.6122217278157571,0.06666666666666667,0.3939393939393939,0.036414565826330535,0.6271864301276066,0.37594061604160034,0.4479768786127168,0.3488486663842114,0.31947734424243207,0.0947867298578199,0.5555555555555556,0.05181347150259067,0.5457685664939551,0.595841197491563
9,0.8399176001548767,0.5,0.720763723150358,0.46172277698815983,0.6230292377290699,0.08831168831168831,0.6071428571428571,0.047619047619047616,0.6656862745098039,0.419072991049152,0.4508670520231214,0.3433617004275041,0.3126458856858992,0.07766990291262135,0.6153846153846154,0.04145077720207254,0.5733008229198415,0.6245592357083277
10,0.7323185801506042,0.5,0.7231503579952268,0.4968530020703934,0.6426174911180619,0.15942028985507245,0.5789473684210527,0.09243697478991597,0.6823373793962029,0.4599536240964203,0.476878612716763,0.41686298244797243,0.3952357282970569,0.2297872340425532,0.6428571428571429,0.13989637305699482,0.6452978427986047,0.6507478615332538
11,0.6393500566482544,0.5,0.7143993635640413,0.6384901379746257,0.7100503975146477,0.47283406754772395,0.49691358024691357,0.45098039215686275,0.7066760037348273,0.49608554362840973,0.5549132947976878,0.5510733663599905,0.5558732769071122,0.5925925925925926,0.6054054054054054,0.5803108808290155,0.5899285448203462,0.6449757108065273
12,0.6256484389305115,0.5,0.5552903739061257,0.5526812843886014,0.5674389469720978,0.5185185185185185,0.3743781094527363,0.8431372549019608,0.7454186118892001,0.5464439642514629,0.6011560693641619,0.508846280447663,0.5334622241587293,0.7217741935483871,0.5907590759075908,0.927461139896373,0.636052693961868,0.6584527921632807
13,0.672261655330658,0.5,0.4120922832140016,0.4011387687449755,0.3661519548821451,0.4821303433777155,0.32149532710280376,0.9635854341736695,0.7267755991285403,0.5160462001162986,0.569364161849711,0.39696576247792165,0.43424109207182204,0.71939736346516,0.5650887573964497,0.9896373056994818,0.6926411324460701,0.7193547929448255
14,0.6839547157287598,0.5,0.3786793953858393,0.35867556417869495,0.3097472743341933,0.4719405003380663,0.31105169340463457,0.9775910364145658,0.742296918767507,0.5497780559430261,0.5664739884393064,0.38486701749395535,0.42350679854615764,0.7191011235955056,0.5630498533724341,0.9948186528497409,0.6939957330082291,0.745530101672903
15,0.6525561213493347,0.5,0.420843277645187,0.41018170942991505,0.375925901495639,0.4894810659186536,0.3264733395696913,0.9775910364145658,0.768948023653906,0.568933273218857,0.5809248554913294,0.4181636842288379,0.4537398965266502,0.725897920604915,0.5714285714285714,0.9948186528497409,0.6713400386061161,0.6896869272288502
16,0.6251779198646545,0.5,0.5274463007159904,0.5273789991796555,0.5298153147949823,0.5217391304347826,0.36610169491525424,0.907563025210084,0.7729754123871772,0.5582160884484672,0.6011560693641619,0.4661449016100179,0.4971819516684418,0.7346153846153847,0.5840978593272171,0.9896373056994818,0.708523824037387,0.7191399855124279
17,0.6008619070053101,0.5,0.700079554494829,0.6784518375625012,0.7144759182197221,0.5950590762620838,0.48257839721254353,0.7759103641456583,0.7869249922191098,0.5707435316811355,0.6329479768786127,0.5798521804813217,0.5971191061389775,0.7292110874200426,0.6195652173913043,0.8860103626943006,0.7078803887703613,0.7397140932924461
18,0.6065041422843933,0.5,0.7645186953062848,0.7032937588914903,0.7615164217167677,0.5685131195335277,0.5927051671732523,0.5462184873949579,0.7916526610644258,0.5906142355462652,0.708092485549133,0.7030699033910834,0.7075344208649053,0.7416879795396419,0.7323232323232324,0.7512953367875648,0.7494666260286498,0.7437790589521156
19,0.6019408702850342,0.5,0.786793953858393,0.6929182953153259,0.7662628745799093,0.5231316725978647,0.7170731707317073,0.4117647058823529,0.8238375350140057,0.6617843163641606,0.630057803468208,0.6292650259501088,0.6272830821548606,0.6121212121212121,0.7372262773722628,0.5233160621761658,0.7564428189237699,0.7514690107367853
20,0.6102052927017212,0.5,0.7756563245823389,0.6619575666025816,0.7466467649331827,0.4659090909090909,0.7192982456140351,0.3445378151260504,0.8250295673825088,0.6356129821861166,0.5780346820809249,0.571098658515877,0.5647931825476518,0.5165562913907285,0.7155963302752294,0.40414507772020725,0.715635476988723,0.721466187576407
21,0.6060293912887573,0.5,0.771678599840891,0.6611080059181325,0.7447289425477395,0.4675324675324675,0.6923076923076923,0.35294117647058826,0.8210021786492374,0.6445983807605593,0.6127167630057804,0.610163791073891,0.6065166883140489,0.5786163522012578,0.736,0.47668393782383417,0.733279149310847,0.7271419682331712
22,0.5925025343894958,0.5,0.771678599840891,0.69508574152537,0.7611014908354143,0.5422647527910686,0.6296296296296297,0.47619047619047616,0.81994708994709,0.601254659147751,0.661849710982659,0.660826944828453,0.6629801367320446,0.6794520547945205,0.7209302325581395,0.6424870466321243,0.6983304548071387,0.6903813427785075
23,0.5655102133750916,0.5,0.7748607796340493,0.7317329206739198,0.7781980544345355,0.6241699867197875,0.5934343434343434,0.6582633053221288,0.8291534391534392,0.6560338781859545,0.6734104046242775,0.6590538478308263,0.6671420488412213,0.7290167865707434,0.6785714285714286,0.7875647668393783,0.7089302042060347,0.7134926684685252
24,0.5610226392745972,0.5,0.7533810660302307,0.7254391057799623,0.7632757252709741,0.6378504672897196,0.5470941883767535,0.7647058823529411,0.8271770930594461,0.61766757147184,0.6791907514450867,0.6377715110302093,0.6519319351036716,0.7602591792656588,0.6518518518518519,0.9119170984455959,0.7538013478275594,0.7502072640679743
