accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.8070175438596491,0.44660194174757284,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.6918093983311375,0.9163255784557964,metadata_mlp,binary,
