,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,195,25,2,205,17,0
true_implicit_mmr,28,16,2,120,0,0
true_multi_method_not_mmr,5,2,0,82,2,0
true_no_method_signal,0,0,0,23,0,0
true_qual_only,16,3,0,75,1,0
true_quant_only,0,1,0,77,0,0
