model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,positive_f1,positive_precision,positive_recall,roc_auc,pr_auc,n_train,n_validation,n_classes,threshold,threshold_validation_metric
fusion_extra_trees,target_integration_binary,split_edu_to_eng_cluster_safe,331,0.8700906344410876,0.46526655896607433,0.8124594292519365,0.0,0.0,0.0,0.7315043664524634,0.22081065709188874,1852,317,2,0.22999999999999998,0.5682039307258222
