accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.7018348623853211,0.44042964893575015,0.5948166206375103,0.8228882833787466,0.705607476635514,0.9869281045751634,0.6921065862242333,0.8570063293199558,metadata_extra_trees,binary,
