model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
dummy,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3013698630136986,0.07719298245614035,0.13958183129055515,0.5,0.16666666666666666,1735,400,6
fusion_lr,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3589041095890411,0.31541708009145947,0.3538062875053683,0.6620409790248521,0.3103813786369442,1735,400,6
fusion_svm,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3150684931506849,0.2708287415869386,0.31361740312005915,0.6371866679586743,0.29248997257794634,1735,400,6
fusion_mlp,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.38082191780821917,0.3077757208611351,0.3555832849879062,0.6941401074919636,0.3154255947827702,1735,400,6
fusion_extra_trees,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.4191780821917808,0.22954317175602054,0.2991296522077993,0.7206219179418722,0.3356009473711495,1735,400,6
