,explicit_mmr,implicit_mmr,multi_method_not_mmr,no_method_signal,qual_only,quant_only
explicit_mmr,97,0,0,0,0,0
implicit_mmr,32,0,0,0,0,0
multi_method_not_mmr,57,0,0,0,0,0
no_method_signal,66,0,0,0,0,0
qual_only,42,0,0,0,0,0
quant_only,48,0,0,0,0,0
