accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.7272727272727273,0.723444976076555,0.7258808177468465,0.6909090909090909,0.7261146496815286,0.6589595375722543,0.7965087855520088,0.8031041426406086,metadata_mlp,binary,
