,explicit_mmr,implicit_mmr,multi_method_not_mmr,no_method_signal,qual_only,quant_only
explicit_mmr,37,0,0,0,0,0
implicit_mmr,14,0,0,0,0,0
multi_method_not_mmr,23,0,0,0,0,0
no_method_signal,18,0,0,0,0,0
qual_only,8,0,0,0,0,0
quant_only,14,0,0,0,0,0
