epoch,train_loss,val_macro_f1,val_accuracy,val_weighted_f1
1,1.9608495235443115,0.05483810593299645,0.10526315789473684,0.036787645700438625
2,1.9871571063995361,0.12930759048792734,0.23308270676691728,0.13552778289692463
3,1.8988295793533325,0.20308864200398288,0.39849624060150374,0.2638007359202403
4,1.8537945747375488,0.2246163422634011,0.39849624060150374,0.29213493764577353
5,1.83280611038208,0.22483919094088586,0.3383458646616541,0.2808749807602872
6,1.82967209815979,0.20481375853426673,0.3157894736842105,0.2590273973759912
7,1.8018536567687988,0.22729287173731616,0.38345864661654133,0.29404539579978173
8,1.8002450466156006,0.23183743304247115,0.38345864661654133,0.27627392799921396
9,1.7673629522323608,0.22341577079809846,0.38345864661654133,0.2693698070031555
10,1.7709741592407227,0.2417357515396731,0.39097744360902253,0.28977928226048527
11,1.7492624521255493,0.24146133429255026,0.38345864661654133,0.2951491767137961
12,1.7463458776474,0.22674897119341564,0.37593984962406013,0.28400631207648747
13,1.725242257118225,0.2079624844482725,0.3533834586466165,0.26549578079565844
14,1.718040943145752,0.20760401070731818,0.37593984962406013,0.2694089245162723
15,1.6873078346252441,0.21636979521062927,0.37593984962406013,0.2802874557666846
16,1.6788979768753052,0.20892687559354228,0.38345864661654133,0.2770601717970139
17,1.6601479053497314,0.23172015860546888,0.39097744360902253,0.3004369863048374
18,1.632382869720459,0.20403184386235237,0.37593984962406013,0.2689319601005596
19,1.6263549327850342,0.2799424263045694,0.40601503759398494,0.34692909655992704
20,1.634046196937561,0.21731634182908546,0.3533834586466165,0.27330770704873125
21,1.6046003103256226,0.227938808373591,0.3684210526315789,0.283956267480295
22,1.6052712202072144,0.3016263335935467,0.40601503759398494,0.3648148474230072
23,1.5924800634384155,0.2465490103762786,0.39097744360902253,0.3197021612689084
24,1.583733320236206,0.20495006513243594,0.3609022556390977,0.27092481529485896
25,1.5838135480880737,0.2902722760629037,0.42105263157894735,0.36181935693265405
26,1.5624412298202515,0.3089090378427974,0.42857142857142855,0.3779657378121994
27,1.5649182796478271,0.29614805385340087,0.42105263157894735,0.36015312013020556
28,1.5522347688674927,0.25650183150183153,0.38345864661654133,0.31519376981561853
29,1.5578616857528687,0.3329738634818194,0.42857142857142855,0.38802893513967396
30,1.546438217163086,0.3657169335664914,0.45112781954887216,0.41738436084087055
31,1.5327304601669312,0.3289007299947572,0.42857142857142855,0.38475665556807204
32,1.5252286195755005,0.3022945927869527,0.41353383458646614,0.36173643967406804
33,1.5178614854812622,0.3126948821671587,0.41353383458646614,0.3694372888999434
34,1.5150032043457031,0.2754039838772211,0.39849624060150374,0.3371015596136961
35,1.5205847024917603,0.2724636738357337,0.39849624060150374,0.3318990123715765
36,1.5035529136657715,0.30227303965928837,0.42105263157894735,0.3646620607118414
37,1.5026668310165405,0.29820634194588425,0.41353383458646614,0.36132947020246275
38,1.4985456466674805,0.28894723572778336,0.40601503759398494,0.3525220245544496
39,1.4889880418777466,0.3122365742385536,0.42105263157894735,0.3720028068445488
40,1.4864864349365234,0.30549144937939504,0.42857142857142855,0.3664644526816936
41,1.4822114706039429,0.30992239453048415,0.42105263157894735,0.3703260833784362
42,1.4686155319213867,0.3127254258603251,0.42857142857142855,0.37382324192549277
43,1.4745616912841797,0.28752746646924937,0.41353383458646614,0.3439552923719678
44,1.4853694438934326,0.304557208695501,0.43609022556390975,0.368947410535141
45,1.4682034254074097,0.3046021520149255,0.42857142857142855,0.3652031041710148
46,1.4535633325576782,0.31797485655260155,0.41353383458646614,0.36974455298156966
47,1.442405104637146,0.28102660375932254,0.37593984962406013,0.342594939145913
48,1.4605772495269775,0.2809416822689134,0.39849624060150374,0.33564985899322886
49,1.4340405464172363,0.2886155606407323,0.40601503759398494,0.34672636969999376
50,1.4183753728866577,0.2984102814747976,0.39849624060150374,0.354060144722284
51,1.424569845199585,0.3004160374820129,0.39097744360902253,0.3530718411368474
52,1.422135829925537,0.3083281950096601,0.39849624060150374,0.35846534575432293
53,1.414485216140747,0.2926843057440072,0.40601503759398494,0.350272487771085
54,1.4288233518600464,0.2780288943277059,0.39849624060150374,0.3337065128811047
55,1.434560775756836,0.3033571045165248,0.37593984962406013,0.3432069476659212
56,1.4248870611190796,0.30444771934133635,0.3684210526315789,0.341662967402849
57,1.3864089250564575,0.3265835042150832,0.39849624060150374,0.3631455604150499
58,1.4212778806686401,0.31430113096779766,0.40601503759398494,0.3619143040195672
59,1.3707737922668457,0.29948637310661647,0.39849624060150374,0.3506737396084399
60,1.3929985761642456,0.34408242829295466,0.43609022556390975,0.3892199169603206
61,1.38872492313385,0.3441750496276512,0.39849624060150374,0.3799015192457816
62,1.3490190505981445,0.34924839934273905,0.39849624060150374,0.38124077404117124
63,1.3519504070281982,0.35669911364355805,0.42857142857142855,0.39559547015687363
64,1.3339078426361084,0.3350292265386605,0.41353383458646614,0.38211481146649257
65,1.3241451978683472,0.364409301572036,0.42857142857142855,0.40265309993459764
66,1.3228815793991089,0.3625945324595999,0.41353383458646614,0.3999637803292367
67,1.3122719526290894,0.3506440890849493,0.41353383458646614,0.3915234045964097
68,1.3023866415023804,0.3647880498135534,0.42857142857142855,0.4044061625349308
69,1.2916617393493652,0.3749392756451963,0.44360902255639095,0.41463968966006426
70,1.2951083183288574,0.3636460162513802,0.43609022556390975,0.41309129086503554
71,1.2698920965194702,0.3728849472659535,0.43609022556390975,0.41370465383896354
72,1.3387470245361328,0.34907084833197305,0.42105263157894735,0.39572993346753743
73,1.3138700723648071,0.3462348053297916,0.42857142857142855,0.3955852122316802
74,1.2728314399719238,0.35733649972326265,0.44360902255639095,0.4045639274848511
75,1.2631702423095703,0.31507424475166407,0.38345864661654133,0.36211450284697916
76,1.2416306734085083,0.3129139954042023,0.39849624060150374,0.36456622471715566
77,1.2468485832214355,0.3122900044598651,0.39849624060150374,0.366589698070373
78,1.2266126871109009,0.34900427913802884,0.42857142857142855,0.3914788032399412
79,1.2273828983306885,0.394019314019314,0.45864661654135336,0.43289217048615547
80,1.202561616897583,0.3325597108205804,0.40601503759398494,0.38251280374850166
81,1.196902871131897,0.37824143188192827,0.45112781954887216,0.4196240881362419
82,1.1937828063964844,0.33042636769587125,0.39849624060150374,0.379239611416863
83,1.180616021156311,0.32291705208371874,0.38345864661654133,0.363036921307598
84,1.213510513305664,0.3369618273873593,0.39849624060150374,0.3823693382803925
85,1.156631350517273,0.3579003916066454,0.42857142857142855,0.39894357879480963
86,1.1458684206008911,0.320407947735534,0.39097744360902253,0.369690916061152
87,1.1589494943618774,0.35148569822194115,0.38345864661654133,0.38427890907353324
88,1.1379272937774658,0.31898242769937574,0.3684210526315789,0.3560026619591348
89,1.1542903184890747,0.3185374149659864,0.38345864661654133,0.3628740217891668
90,1.1457585096359253,0.32918447293447295,0.38345864661654133,0.3751357560568087
91,1.1080212593078613,0.3483115834422296,0.39849624060150374,0.39036254021774247
92,1.1144803762435913,0.3236933952123826,0.39097744360902253,0.37159296399802727
93,1.136623501777649,0.3194048933368146,0.3609022556390977,0.35338801870024583
94,1.1566264629364014,0.33558153280238373,0.39097744360902253,0.3754726797606119
95,1.1270986795425415,0.3098155562388671,0.3533834586466165,0.34410419428505573
96,1.098412275314331,0.32028383606913485,0.3684210526315789,0.35561467200890984
97,1.1081345081329346,0.32462409320258023,0.40601503759398494,0.3681742191660717
98,1.0935534238815308,0.31473344184872043,0.3609022556390977,0.35335452460045597
99,1.0682322978973389,0.3221263522567572,0.3609022556390977,0.3592003083789597
100,1.0724793672561646,0.30922001974633556,0.3684210526315789,0.3466192823137817
101,1.0805686712265015,0.33138230287331794,0.40601503759398494,0.377516933374036
102,1.068694829940796,0.33328313236359214,0.40601503759398494,0.3761636364384614
103,1.027075171470642,0.2779566245246171,0.3157894736842105,0.3117146242108509
104,1.0263198614120483,0.31115382688839915,0.3533834586466165,0.3471286850164883
105,1.035207748413086,0.359313611386086,0.42857142857142855,0.40256548544356674
106,1.0177439451217651,0.3280103067960645,0.3684210526315789,0.3628606711041648
107,1.0027611255645752,0.35824517565938035,0.38345864661654133,0.38344924862730967
108,0.9931758642196655,0.3582599278833611,0.39849624060150374,0.3986187434743748
109,0.9769666790962219,0.3105871022537689,0.3308270676691729,0.3430055140581456
110,0.9749623537063599,0.36980105890754605,0.40601503759398494,0.40589615109267974
111,0.9672437906265259,0.347016065569609,0.37593984962406013,0.3744883657933649
112,1.000015139579773,0.3386397347634335,0.38345864661654133,0.37485794356418556
113,1.0652722120285034,0.3454173896114961,0.37593984962406013,0.3724779191731221
114,0.9489201307296753,0.3687852687852688,0.42105263157894735,0.40648588355355275
115,0.9839644432067871,0.3616015218200183,0.40601503759398494,0.3984440684364397
116,0.954739511013031,0.33134918368397454,0.3684210526315789,0.3687651962852587
117,0.9917980432510376,0.3076745654978931,0.3233082706766917,0.33742808796495577
118,0.9648491740226746,0.33160735620413045,0.3609022556390977,0.35995268509214656
119,0.9797855615615845,0.3117521526117068,0.3458646616541353,0.3454267907622316
