accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.7397260273972602,0.737169234967293,0.7393709173375426,0.7112462006079028,0.7222222222222222,0.7005988023952096,0.819406641262929,0.7516033003273349,metadata_extra_trees,binary,
