accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.7433155080213903,0.6405142376546918,0.7751839018350669,0.8327526132404182,0.93359375,0.7515723270440252,0.775662623539982,0.9438217488394893,metadata_lr,binary,
