,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,37,0,0,0,0,0
true_implicit_mmr,14,0,0,0,0,0
true_multi_method_not_mmr,23,0,0,0,0,0
true_no_method_signal,18,0,0,0,0,0
true_qual_only,8,0,0,0,0,0
true_quant_only,14,0,0,0,0,0
