accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.6876712328767123,0.681452106810387,0.6852323599095259,0.6369426751592356,0.6802721088435374,0.5988023952095808,0.7551261114135367,0.7415062832817152,metadata_lr,binary,
