model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
dummy,target_mmr_multiclass,split_temporal_cluster_safe,897,0.02564102564102564,0.008333333333333333,0.0012820512820512823,0.5,0.16666666666666666,1257,346,6
fusion_lr,target_mmr_multiclass,split_temporal_cluster_safe,897,0.36454849498327757,0.25427978637780885,0.37170981735010644,0.6288617030308411,0.23389725438474981,1257,346,6
fusion_svm,target_mmr_multiclass,split_temporal_cluster_safe,897,0.34782608695652173,0.23860536201831686,0.3588045505913863,0.6033353740861916,0.2180165806054467,1257,346,6
fusion_mlp,target_mmr_multiclass,split_temporal_cluster_safe,897,0.3634336677814939,0.220541329915951,0.35766548927954817,0.6438963683262805,0.2613851073871675,1257,346,6
fusion_extra_trees,target_mmr_multiclass,split_temporal_cluster_safe,897,0.4738015607580825,0.19076573379942063,0.37188555968023895,0.6341234331064457,0.23329742163696218,1257,346,6
