epoch,train_loss,val_macro_f1,val_accuracy,val_weighted_f1,val_positive_precision,val_positive_recall,val_positive_f1,val_roc_auc,val_pr_auc,val_threshold
1,0.7942280769348145,0.3176043557168784,0.4654255319148936,0.29564235239603043,0.4654255319148936,1.0,0.6352087114337568,0.8149822316986496,0.7682805242857403,
2,1.1305946111679077,0.3176043557168784,0.4654255319148936,0.29564235239603043,0.4654255319148936,1.0,0.6352087114337568,0.8097228144989339,0.7579279841660014,
3,0.74652099609375,0.3483535528596187,0.5345744680851063,0.3724418304509754,0.0,0.0,0.0,0.7737597725657426,0.7176866027366815,
4,0.7333078980445862,0.3483535528596187,0.5345744680851063,0.3724418304509754,0.0,0.0,0.0,0.7745557924662403,0.7172834322457724,
5,0.7396859526634216,0.3483535528596187,0.5345744680851063,0.3724418304509754,0.0,0.0,0.0,0.7922672352523099,0.7351849028576425,
6,0.7283601760864258,0.3483535528596187,0.5345744680851063,0.3724418304509754,0.0,0.0,0.0,0.8005401563610519,0.7445451665426195,
7,0.7012050747871399,0.6097728460956215,0.6462765957446809,0.6180258677554089,0.7441860465116279,0.3657142857142857,0.4904214559386973,0.8014783226723525,0.7428513925753186,
8,0.6968299746513367,0.6140931372549019,0.6436170212765957,0.6067121662494785,0.5672131147540984,0.9885714285714285,0.7208333333333333,0.7881449893390192,0.7282792259172957,
9,0.6871057152748108,0.3657353716394307,0.48936170212765956,0.3463722114424792,0.4768392370572207,1.0,0.6457564575645757,0.7589765458422175,0.6978678230829991,
10,0.6919016242027283,0.33404894804637186,0.4734042553191489,0.31298361090048693,0.4691689008042895,1.0,0.6386861313868614,0.7271926083866382,0.6609718738609266,
11,0.6906190514564514,0.4247832738398776,0.5212765957446809,0.40849219351828747,0.49295774647887325,1.0,0.660377358490566,0.7238379530916844,0.6600602093206891,
12,0.6826925277709961,0.6070693099738743,0.6382978723404256,0.5994094739217013,0.5635179153094463,0.9885714285714285,0.7178423236514523,0.7281023454157783,0.6650831319668491,
13,0.6772392392158508,0.6610576923076923,0.6648936170212766,0.6585643412438625,0.6016597510373444,0.8285714285714286,0.6971153846153846,0.729495380241649,0.6633941479415746,
14,0.6655235290527344,0.603861157777841,0.6063829787234043,0.6060467359306625,0.5789473684210527,0.5657142857142857,0.5722543352601156,0.7243781094527364,0.6530159195707435,
15,0.6617162227630615,0.6088691290469677,0.6117021276595744,0.6111709404197108,0.5857988165680473,0.5657142857142857,0.5755813953488372,0.7176972281449894,0.6477115776979889,
16,0.6580716967582703,0.5912782147196112,0.5930851063829787,0.5931573820495134,0.5625,0.5657142857142857,0.5641025641025641,0.7214783226723526,0.6583479206199838,
17,0.6569720506668091,0.5836811174516651,0.5851063829787234,0.5853655221654612,0.553072625698324,0.5657142857142857,0.559322033898305,0.7257995735607676,0.6637462186581562,
18,0.6468537449836731,0.603861157777841,0.6063829787234043,0.6060467359306625,0.5789473684210527,0.5657142857142857,0.5722543352601156,0.7320824449182658,0.6646354545516935,
19,0.6427355408668518,0.6396469104665826,0.6462765957446809,0.643026750020123,0.64,0.5485714285714286,0.5907692307692308,0.7536602700781805,0.6814835009277088,
