accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.5674470457079153,0.5667098252079079,0.560274089491628,0.5488372093023256,0.944,0.38688524590163936,0.7195835951333752,0.8540180807481251,metadata_svm,binary,
