,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,114,0,0,0,0,0
true_implicit_mmr,59,0,0,0,0,0
true_multi_method_not_mmr,51,0,0,0,0,0
true_no_method_signal,56,0,0,0,0,0
true_qual_only,40,0,0,0,0,0
true_quant_only,54,0,0,0,0,0
