,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,30,28,12,9,20,11
true_implicit_mmr,14,12,7,4,13,7
true_multi_method_not_mmr,5,10,11,14,10,9
true_no_method_signal,5,6,10,20,3,11
true_qual_only,4,7,1,1,10,8
true_quant_only,5,8,7,13,7,13
