accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,target,split_col,label_type,n_train,n_val,n_test,n_features_raw,n_text_embedding_cols,n_metadata_cols,threshold
0.8502673796791443,0.4595375722543353,0.7814596148496183,0.9190751445086706,0.8502673796791443,1.0,0.5,0.8502673796791443,dummy,target_design_binary,split_random_cluster_stratified,binary,1750,376,374,9,0,9,
0.7433155080213903,0.6405142376546918,0.7751839018350669,0.8327526132404182,0.93359375,0.7515723270440252,0.775662623539982,0.9438217488394893,metadata_lr,target_design_binary,split_random_cluster_stratified,binary,1750,376,374,9,0,9,
0.7593582887700535,0.6045582706766918,0.7778813678581481,0.8519736842105263,0.8931034482758621,0.8144654088050315,0.7198450134770891,0.9346666734972692,metadata_svm,target_design_binary,split_random_cluster_stratified,binary,1750,376,374,9,0,9,
0.8502673796791443,0.4595375722543353,0.7814596148496183,0.9190751445086706,0.8502673796791443,1.0,0.6860961365678347,0.9194628264478352,metadata_mlp,target_design_binary,split_random_cluster_stratified,binary,1750,376,374,9,0,9,
0.8636363636363636,0.6615384615384616,0.8447552447552448,0.9230769230769231,0.8869565217391304,0.9622641509433962,0.793351302785265,0.9523966178337708,metadata_extra_trees,target_design_binary,split_random_cluster_stratified,binary,1750,376,374,9,0,9,
