accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.8011695906432749,0.4448051948051948,0.7179311916154022,0.8896103896103896,0.8058823529411765,0.9927536231884058,0.6404808959156785,0.8992877690101269,metadata_svm,binary,
