,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,46,26,5,13,7,0
true_implicit_mmr,9,10,1,11,0,1
true_multi_method_not_mmr,3,16,7,30,1,0
true_no_method_signal,0,23,15,28,0,0
true_qual_only,6,11,2,18,5,0
true_quant_only,0,7,15,26,0,0
