accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.673972602739726,0.673972602739726,0.673972602739726,0.673972602739726,0.6212121212121212,0.7365269461077845,0.7113046634004718,0.6188451171820033,metadata_lr,binary,
