,explicit_mmr,implicit_mmr,multi_method_not_mmr,no_method_signal,qual_only,quant_only
explicit_mmr,59,18,9,5,10,9
implicit_mmr,19,13,9,2,3,11
multi_method_not_mmr,14,5,9,11,8,12
no_method_signal,7,1,15,18,3,11
qual_only,10,7,3,2,6,3
quant_only,8,12,7,9,7,10
