model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
fusion_lr,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.30409356725146197,0.3043092221259745,0.3161351531547352,0.6865566113432181,0.32050028803267006,1842,316,6
