model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
fusion_mlp,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.44036697247706424,0.37292361185702577,0.444014145860893,0.7353048741798475,0.3468279891909414,2228,54,6
