split,accuracy,macro_f1,positive_f1,precision,recall,roc_auc,pr_auc
train,0.9908571428571429,0.9819308208569953,0.9946308724832215,0.9946308724832215,0.9946308724832215,0.9982447083118224,0.9997095016045678
validation,0.9361702127659575,0.8810126582278481,0.9620253164556962,0.9743589743589743,0.95,0.9603794642857143,0.9933096904833194
test,0.9010695187165776,0.7982416492921398,0.9422776911076443,0.934984520123839,0.949685534591195,0.9448562443845462,0.9904965088327442
