accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.6844919786096256,0.5947474747474747,0.7283444066331767,0.7854545454545454,0.9310344827586207,0.6792452830188679,0.7662848158131177,0.9448334570225836,metadata_lr,binary,
