accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.6788990825688074,0.46418539325842695,0.6011042676012781,0.8033707865168539,0.7044334975369458,0.934640522875817,0.6064856711915535,0.8049751640363039,metadata_svm,binary,
