model,target,split_col,best_epoch,threshold,num_train,num_validation,num_test,num_nodes,num_edges,feature_dim,hidden_channels,num_layers,dropout,lr,weight_decay,device,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_positive_f1,validation_precision,validation_recall,validation_roc_auc,validation_pr_auc,test_accuracy,test_macro_f1,test_weighted_f1,test_positive_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
simteg_graphsage,target_integration_binary,split_cross_program_cluster_safe,58,0.5,2228,54,218,32161,516227,892,128,2,0.35,0.003,0.0001,cuda,0.7607719928186715,0.7602189585737406,0.7599295200904123,0.7717344753747324,0.7213771016813451,0.8296500920810314,0.8348290453567616,0.7915134328508338,0.8518518518518519,0.7545454545454545,0.8575757575757575,0.6,0.5454545454545454,0.6666666666666666,0.8419753086419752,0.5508844631651648,0.7706422018348624,0.7030620028331699,0.7602452481422943,0.5614035087719298,0.6530612244897959,0.49230769230769234,0.8196078431372549,0.624365733360671
