model,target,split_col,eval_split,n,best_epoch,best_val_macro_f1,seed,accuracy,macro_f1,weighted_f1,positive_precision,positive_recall,positive_f1,roc_auc,pr_auc,threshold
text_hgt,target_integration_binary,split_edu_to_eng_cluster_safe,train,1830,190,0.8536367692994199,42,0.933879781420765,0.9338631726621305,0.933913571653849,0.9032258064516129,0.9644087256027555,0.9328151027207107,0.9779321887394663,0.9685030997968878,
text_hgt,target_integration_binary,split_edu_to_eng_cluster_safe,validation,328,190,0.8536367692994199,42,0.8536585365853658,0.8536367692994199,0.8535932347275281,0.8255813953488372,0.8875,0.8554216867469879,0.9001488095238095,0.8657371403591079,
text_hgt,target_integration_binary,split_edu_to_eng_cluster_safe,test,342,190,0.8536367692994199,42,0.8391812865497076,0.8338970179172223,0.8411737157062185,0.743421052631579,0.875968992248062,0.8042704626334519,0.9169851148233068,0.8515217168990912,
