model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,positive_f1,positive_precision,positive_recall,roc_auc,pr_auc,n_train,n_validation,n_classes
fusion_extra_trees,target_integration_binary,split_temporal_cluster_safe,897,0.6989966555183946,0.6706869357119547,0.7054551467289892,0.7672413793103449,0.8090909090909091,0.7295081967213115,0.7462043753927,0.8474823434712182,1257,346,2
