model,target,split_col,best_epoch,threshold,num_train,num_validation,num_test,num_nodes,num_edges,feature_dim,hidden_channels,num_layers,dropout,lr,weight_decay,device,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_positive_f1,validation_precision,validation_recall,validation_roc_auc,validation_pr_auc,test_accuracy,test_macro_f1,test_weighted_f1,test_positive_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
simteg_graphsage,target_design_binary,split_temporal_cluster_safe,4,0.5,1257,346,897,32161,516227,892,128,2,0.35,0.003,0.0001,cuda,0.7438345266507558,0.42655109489051096,0.6345668635204896,0.8531021897810219,0.7438345266507558,1.0,0.8163981798252898,0.9302956374827633,0.9219653179190751,0.47969924812030074,0.8845321395975487,0.9593984962406015,0.9219653179190751,1.0,0.8650876581911066,0.9863264090032464,0.9743589743589743,0.4935064935064935,0.9617049617049617,0.987012987012987,0.9743589743589743,1.0,0.8976221271515272,0.9968166325592167
