accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.5451505016722408,0.5339595154898585,0.5599644689928045,0.6061776061776062,0.7370892018779343,0.5147540983606558,0.5758896441423431,0.7193720633396523,metadata_extra_trees,binary,
