accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.9487179487179487,0.5608556832694764,0.9523987294102236,0.9735632183908046,0.9780600461893765,0.9691075514874142,0.7337578350412894,0.9840738666389776,metadata_mlp,binary,
