epoch,train_loss,val_macro_f1,val_accuracy,val_weighted_f1,val_positive_precision,val_positive_recall,val_positive_f1,val_roc_auc,val_pr_auc,val_threshold
1,0.8053531646728516,0.4375,0.7777777777777778,0.6805555555555556,0.7777777777777778,1.0,0.875,0.875,0.9639364730772231,
2,1.0085289478302002,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.8928571428571428,0.9699669092088562,
3,0.6966909170150757,0.18181818181818182,0.2222222222222222,0.0808080808080808,0.0,0.0,0.0,0.875,0.9651688200441485,
4,0.7325211763381958,0.18181818181818182,0.2222222222222222,0.0808080808080808,0.0,0.0,0.0,0.8670634920634921,0.9628355865358903,
5,0.7158680558204651,0.3031042901988141,0.3148148148148148,0.252916327558811,1.0,0.11904761904761904,0.2127659574468085,0.875,0.9658656324570569,
6,0.6786192655563354,0.46277873070325903,0.46296296296296297,0.4683056984943778,1.0,0.30952380952380953,0.4727272727272727,0.873015873015873,0.9652803262680498,
7,0.6531500220298767,0.76,0.7962962962962963,0.8118518518518519,0.9696969696969697,0.7619047619047619,0.8533333333333334,0.8730158730158731,0.9663156036478213,
8,0.650297999382019,0.5462184873949579,0.7592592592592593,0.7189542483660131,0.7959183673469388,0.9285714285714286,0.8571428571428571,0.8769841269841269,0.9678625472115717,
9,0.6460273861885071,0.6318181818181818,0.7777777777777778,0.7606060606060607,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.871031746031746,0.9662404694570897,
10,0.6602951884269714,0.7083333333333334,0.7407407407407407,0.7623456790123457,0.9666666666666667,0.6904761904761905,0.8055555555555556,0.865079365079365,0.9646284200776831,
11,0.6243324279785156,0.5158620689655172,0.5185185185185185,0.5357854406130268,1.0,0.38095238095238093,0.5517241379310345,0.8611111111111112,0.9633469772680011,
12,0.60892254114151,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.861111111111111,0.9633015825003306,
13,0.612482488155365,0.46277873070325903,0.46296296296296297,0.4683056984943778,1.0,0.30952380952380953,0.4727272727272727,0.8571428571428571,0.9623711833501172,
14,0.5995053052902222,0.46277873070325903,0.46296296296296297,0.4683056984943778,1.0,0.30952380952380953,0.4727272727272727,0.8551587301587303,0.9615477586079376,
15,0.594663679599762,0.4807692307692308,0.48148148148148145,0.4914529914529915,1.0,0.3333333333333333,0.5,0.8531746031746031,0.9616123000793196,
16,0.5848162770271301,0.4807692307692308,0.48148148148148145,0.4914529914529915,1.0,0.3333333333333333,0.5,0.8432539682539683,0.9585081323816969,
17,0.5610374808311462,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.8392857142857143,0.9567680321548105,
18,0.555816650390625,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.8392857142857143,0.9569615697186797,
19,0.5480633974075317,0.4807692307692308,0.48148148148148145,0.4914529914529915,1.0,0.3333333333333333,0.5,0.8412698412698413,0.9587173770465721,
20,0.5226303935050964,0.4807692307692308,0.48148148148148145,0.4914529914529915,1.0,0.3333333333333333,0.5,0.8373015873015873,0.9579932349161662,
21,0.5090887546539307,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.8432539682539684,0.9593752058031921,
22,0.487749844789505,0.4807692307692308,0.48148148148148145,0.4914529914529915,1.0,0.3333333333333333,0.5,0.8373015873015873,0.9570888541326041,
23,0.46968886256217957,0.46277873070325903,0.46296296296296297,0.4683056984943778,1.0,0.30952380952380953,0.4727272727272727,0.8452380952380953,0.9594454307628264,
24,0.46053561568260193,0.6989966555183946,0.7222222222222222,0.7454477889260498,1.0,0.6428571428571429,0.782608695652174,0.8293650793650794,0.9544635146423148,
25,0.4735051393508911,0.4984520123839009,0.5,0.5139318885448916,1.0,0.35714285714285715,0.5263157894736842,0.8353174603174603,0.9567784829544023,
26,0.4398926794528961,0.5667945587722358,0.5740740740740741,0.5979924814943999,1.0,0.4523809523809524,0.6229508196721312,0.8353174603174603,0.9563796329382053,
27,0.42360615730285645,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.8333333333333334,0.9546407483042887,
28,0.4228171110153198,0.6,0.6111111111111112,0.637037037037037,1.0,0.5,0.6666666666666666,0.8313492063492064,0.9538488229313282,
29,0.41113558411598206,0.55,0.5555555555555556,0.5777777777777777,1.0,0.42857142857142855,0.6,0.8253968253968255,0.9521581483016097,
30,0.4002312421798706,0.5834502103786816,0.5925925925925926,0.6177341436808477,1.0,0.47619047619047616,0.6451612903225806,0.8253968253968255,0.9519844718529102,
31,0.400097131729126,0.6,0.6111111111111112,0.637037037037037,1.0,0.5,0.6666666666666666,0.8273809523809524,0.952421554898689,
32,0.3908127546310425,0.5834502103786816,0.5925925925925926,0.6177341436808477,1.0,0.47619047619047616,0.6451612903225806,0.8234126984126985,0.9511933787344389,
33,0.38983353972435,0.5834502103786816,0.5925925925925926,0.6177341436808477,1.0,0.47619047619047616,0.6451612903225806,0.8234126984126984,0.9510981722430153,
34,0.3788473904132843,0.6265016381507098,0.6481481481481481,0.6764551227601828,0.96,0.5714285714285714,0.7164179104477612,0.8154761904761905,0.9486940590438138,
35,0.38576576113700867,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.8174603174603176,0.9494141051267632,
36,0.3829934298992157,0.55,0.5555555555555556,0.5777777777777777,1.0,0.42857142857142855,0.6,0.8174603174603173,0.9490266503178998,
37,0.4014993906021118,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.8055555555555556,0.9456774110117856,
38,0.37117382884025574,0.6265016381507098,0.6481481481481481,0.6764551227601828,0.96,0.5714285714285714,0.7164179104477612,0.7996031746031746,0.9442178208615798,
39,0.3765280246734619,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.7936507936507937,0.9435782376621138,
40,0.34729456901550293,0.5834502103786816,0.5925925925925926,0.6177341436808477,1.0,0.47619047619047616,0.6451612903225806,0.7876984126984128,0.9417606108444869,
41,0.3643508851528168,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.7777777777777779,0.9378378142216357,
42,0.34861379861831665,0.6345864661654135,0.6666666666666666,0.6947368421052632,0.9285714285714286,0.6190476190476191,0.7428571428571429,0.7757936507936508,0.9370956226899705,
43,0.3659316599369049,0.6164772727272727,0.6296296296296297,0.6559343434343434,1.0,0.5238095238095238,0.6875,0.7777777777777778,0.9372884655581404,
44,0.350395143032074,0.55,0.5555555555555556,0.5777777777777777,1.0,0.42857142857142855,0.6,0.7817460317460317,0.938816480968327,
45,0.3636123836040497,0.5834502103786816,0.5925925925925926,0.6177341436808477,1.0,0.47619047619047616,0.6451612903225806,0.7757936507936509,0.9357784863932785,
46,0.3435140550136566,0.6187290969899666,0.6481481481481481,0.6775671993063297,0.9259259259259259,0.5952380952380952,0.7246376811594203,0.7678571428571429,0.9329063628426233,
47,0.3494418263435364,0.5871860211139425,0.6111111111111112,0.6423977672612546,0.92,0.5476190476190477,0.6865671641791045,0.7738095238095238,0.9343566732620205,
