result_dir,target_folder,split_folder,model_family,model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,positive_f1,positive_precision,positive_recall,roc_auc,pr_auc,n_train,n_validation,n_classes,macro_ovr_roc_auc,macro_pr_auc
mmr_multiclass/cold_start_institution_cluster_safe/late_fusion/fusion_svm,mmr_multiclass,cold_start_institution_cluster_safe,late_fusion,fusion_svm,target_mmr_multiclass,split_cold_start_institution_cluster_safe,114,0.3070175438596491,0.2371829559329559,0.2982571156913262,,,,,,2253,133,6,0.6123126880461274,0.2714956854783432
mmr_multiclass/cold_start_institution_cluster_safe/late_fusion/fusion_mlp,mmr_multiclass,cold_start_institution_cluster_safe,late_fusion,fusion_mlp,target_mmr_multiclass,split_cold_start_institution_cluster_safe,114,0.4210526315789473,0.3221329021329021,0.3909849930902562,,,,,,2253,133,6,0.654397534195097,0.3442283856530074
mmr_multiclass/cold_start_institution_cluster_safe/late_fusion/fusion_extra_trees,mmr_multiclass,cold_start_institution_cluster_safe,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_cold_start_institution_cluster_safe,114,0.4298245614035088,0.2117782746016537,0.3048645781386289,,,,,,2253,133,6,0.6988829353976674,0.3751373979718873
mmr_multiclass/edu_to_eng_cluster_safe/late_fusion/dummy,mmr_multiclass,edu_to_eng_cluster_safe,late_fusion,dummy,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.283625730994152,0.0736522399392558,0.1253380223527687,,,,,,1842,316,6,0.5,0.1666666666666666
mmr_multiclass/edu_to_eng_cluster_safe/late_fusion/fusion_lr,mmr_multiclass,edu_to_eng_cluster_safe,late_fusion,fusion_lr,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.3040935672514619,0.3043092221259745,0.3161351531547352,,,,,,1842,316,6,0.6865566113432181,0.32050028803267
mmr_multiclass/edu_to_eng_cluster_safe/late_fusion/fusion_svm,mmr_multiclass,edu_to_eng_cluster_safe,late_fusion,fusion_svm,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.2573099415204678,0.254927887422082,0.2558126048982885,,,,,,1842,316,6,0.6575032934323035,0.3031358055827297
mmr_multiclass/edu_to_eng_cluster_safe/late_fusion/fusion_mlp,mmr_multiclass,edu_to_eng_cluster_safe,late_fusion,fusion_mlp,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.3830409356725146,0.3512907913588332,0.3952984172332517,,,,,,1842,316,6,0.7285324261794598,0.3676576637161154
mmr_multiclass/edu_to_eng_cluster_safe/late_fusion/fusion_extra_trees,mmr_multiclass,edu_to_eng_cluster_safe,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_edu_to_eng_cluster_safe,342,0.4327485380116959,0.2507677118062024,0.3233035641980709,,,,,,1842,316,6,0.7184121899379395,0.3508862561929915
integration_binary/random_cluster_stratified/late_fusion,integration_binary,random_cluster_stratified,late_fusion,dummy,target_integration_binary,split_random_cluster_stratified,374,0.5374331550802139,0.3495652173913043,0.3757358753778191,0.0,0.0,0.0,0.5,0.4625668449197861,1750,376,2,,
integration_binary/random_cluster_stratified/late_fusion,integration_binary,random_cluster_stratified,late_fusion,fusion_lr,target_integration_binary,split_random_cluster_stratified,374,0.7112299465240641,0.7093598894773199,0.7111052760542813,0.686046511627907,0.6900584795321637,0.6820809248554913,0.7839990797457798,0.7339613766343732,1750,376,2,,
integration_binary/random_cluster_stratified/late_fusion,integration_binary,random_cluster_stratified,late_fusion,fusion_svm,target_integration_binary,split_random_cluster_stratified,374,0.7219251336898396,0.7207753050969131,0.7221167717886606,0.7028571428571428,0.6949152542372882,0.7109826589595376,0.7757455497081069,0.7220270856690237,1750,376,2,,
integration_binary/random_cluster_stratified/late_fusion,integration_binary,random_cluster_stratified,late_fusion,fusion_mlp,target_integration_binary,split_random_cluster_stratified,374,0.7379679144385026,0.7364909556264918,0.7379679144385026,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.818853708336928,0.7787399439430251,1750,376,2,,
integration_binary/random_cluster_stratified/late_fusion,integration_binary,random_cluster_stratified,late_fusion,fusion_extra_trees,target_integration_binary,split_random_cluster_stratified,374,0.7620320855614974,0.7618942022246862,0.7623231726058765,0.7561643835616438,0.71875,0.7976878612716763,0.818824950392546,0.7281114153209932,1750,376,2,,
integration_binary/temporal_cluster_safe/late_fusion,integration_binary,temporal_cluster_safe,late_fusion,dummy,target_integration_binary,split_temporal_cluster_safe,897,0.3199554069119286,0.2423986486486486,0.15511351652656,0.0,0.0,0.0,0.5,0.6800445930880713,1257,346,2,,
integration_binary/temporal_cluster_safe/late_fusion,integration_binary,temporal_cluster_safe,late_fusion,fusion_lr,target_integration_binary,split_temporal_cluster_safe,897,0.6410256410256411,0.5769908964159765,0.6362551442925429,0.7415730337078652,0.7264150943396226,0.7573770491803279,0.6069686411149826,0.7339152374252859,1257,346,2,,
integration_binary/temporal_cluster_safe/late_fusion,integration_binary,temporal_cluster_safe,late_fusion,fusion_svm,target_integration_binary,split_temporal_cluster_safe,897,0.6120401337792643,0.5642713567839196,0.616221912236769,0.7085427135678392,0.7243150684931506,0.6934426229508197,0.5999600159936025,0.7287454469542869,1257,346,2,,
integration_binary/temporal_cluster_safe/late_fusion,integration_binary,temporal_cluster_safe,late_fusion,fusion_mlp,target_integration_binary,split_temporal_cluster_safe,897,0.6499442586399108,0.617566070322938,0.657635629044709,0.7288428324697754,0.7700729927007299,0.6918032786885245,0.6639001542240246,0.7818796025057402,1257,346,2,,
integration_binary/temporal_cluster_safe/late_fusion,integration_binary,temporal_cluster_safe,late_fusion,fusion_extra_trees,target_integration_binary,split_temporal_cluster_safe,897,0.5763656633221851,0.5649987748601298,0.5903194988135355,0.6353166986564299,0.7662037037037037,0.5426229508196722,0.6346033015365282,0.7589006365822457,1257,346,2,,
integration_binary/cross_program_cluster_safe/late_fusion,integration_binary,cross_program_cluster_safe,late_fusion,dummy,target_integration_binary,split_cross_program_cluster_safe,218,0.7018348623853211,0.4123989218328841,0.5788718811048741,0.0,0.0,0.0,0.5,0.2981651376146789,2228,54,2,,
integration_binary/cross_program_cluster_safe/late_fusion,integration_binary,cross_program_cluster_safe,late_fusion,fusion_lr,target_integration_binary,split_cross_program_cluster_safe,218,0.6422018348623854,0.6223347547974414,0.6573008157117427,0.5357142857142857,0.4368932038834951,0.6923076923076923,0.7496229260935143,0.6161257979456032,2228,54,2,,
integration_binary/cross_program_cluster_safe/late_fusion,integration_binary,cross_program_cluster_safe,late_fusion,fusion_svm,target_integration_binary,split_cross_program_cluster_safe,218,0.5825688073394495,0.5563457452756346,0.5998859237966858,0.4484848484848485,0.37,0.5692307692307692,0.6919054801407742,0.5649342758399087,2228,54,2,,
integration_binary/cross_program_cluster_safe/late_fusion,integration_binary,cross_program_cluster_safe,late_fusion,fusion_mlp,target_integration_binary,split_cross_program_cluster_safe,218,0.7660550458715596,0.7365090650551013,0.7721261378201468,0.6482758620689655,0.5875,0.7230769230769231,0.8110608345902464,0.6587430822582825,2228,54,2,,
integration_binary/cross_program_cluster_safe/late_fusion,integration_binary,cross_program_cluster_safe,late_fusion,fusion_extra_trees,target_integration_binary,split_cross_program_cluster_safe,218,0.6605504587155964,0.6013640407235347,0.6633688595723612,0.4477611940298507,0.4347826086956521,0.4615384615384615,0.722674710910005,0.5713676015992765,2228,54,2,,
integration_binary/cold_start_pi_cluster_safe/late_fusion,integration_binary,cold_start_pi_cluster_safe,late_fusion,dummy,target_integration_binary,split_cold_start_pi_cluster_safe,365,0.5424657534246575,0.3516873889875666,0.3815567288741818,0.0,0.0,0.0,0.5,0.4575342465753425,1735,400,2,,
integration_binary/cold_start_pi_cluster_safe/late_fusion,integration_binary,cold_start_pi_cluster_safe,late_fusion,fusion_lr,target_integration_binary,split_cold_start_pi_cluster_safe,365,0.6712328767123288,0.6703395953757225,0.6717970543986064,0.653179190751445,0.6312849162011173,0.6766467065868264,0.7376761628258635,0.6699255932214169,1735,400,2,,
integration_binary/cold_start_pi_cluster_safe/late_fusion,integration_binary,cold_start_pi_cluster_safe,late_fusion,fusion_svm,target_integration_binary,split_cold_start_pi_cluster_safe,365,0.663013698630137,0.6623649121223745,0.6636219359811645,0.6475644699140402,0.6208791208791209,0.6766467065868264,0.725700114921672,0.6538397443236256,1735,400,2,,
integration_binary/cold_start_pi_cluster_safe/late_fusion,integration_binary,cold_start_pi_cluster_safe,late_fusion,fusion_mlp,target_integration_binary,split_cold_start_pi_cluster_safe,365,0.6904109589041096,0.6888320545609548,0.6907145943547163,0.6666666666666666,0.6569767441860465,0.6766467065868264,0.7733623661767375,0.700134149723021,1735,400,2,,
integration_binary/cold_start_pi_cluster_safe/late_fusion,integration_binary,cold_start_pi_cluster_safe,late_fusion,fusion_extra_trees,target_integration_binary,split_cold_start_pi_cluster_safe,365,0.7698630136986301,0.7692377167630058,0.7702579380790244,0.7572254335260116,0.7318435754189944,0.7844311377245509,0.8313070828040888,0.7338864841894157,1735,400,2,,
integration_binary/cold_start_institution_cluster_safe/late_fusion,integration_binary,cold_start_institution_cluster_safe,late_fusion,dummy,target_integration_binary,split_cold_start_institution_cluster_safe,114,0.5526315789473685,0.3559322033898305,0.3933987511150758,0.0,0.0,0.0,0.5,0.4473684210526316,2253,133,2,,
integration_binary/cold_start_institution_cluster_safe/late_fusion,integration_binary,cold_start_institution_cluster_safe,late_fusion,fusion_lr,target_integration_binary,split_cold_start_institution_cluster_safe,114,0.7105263157894737,0.706712403523817,0.7102329379228848,0.6732673267326733,0.68,0.6666666666666666,0.7675070028011204,0.7303359547070072,2253,133,2,,
integration_binary/cold_start_institution_cluster_safe/late_fusion,integration_binary,cold_start_institution_cluster_safe,late_fusion,fusion_svm,target_integration_binary,split_cold_start_institution_cluster_safe,114,0.6842105263157895,0.6793750000000001,0.6835197368421053,0.64,0.6530612244897959,0.6274509803921569,0.7416744475568005,0.6710152866612457,2253,133,2,,
integration_binary/cold_start_institution_cluster_safe/late_fusion,integration_binary,cold_start_institution_cluster_safe,late_fusion,fusion_mlp,target_integration_binary,split_cold_start_institution_cluster_safe,114,0.7894736842105263,0.7878411910669976,0.789800182839232,0.7692307692307693,0.7547169811320755,0.7843137254901961,0.8478057889822596,0.8150356041797477,2253,133,2,,
integration_binary/cold_start_institution_cluster_safe/late_fusion,integration_binary,cold_start_institution_cluster_safe,late_fusion,fusion_extra_trees,target_integration_binary,split_cold_start_institution_cluster_safe,114,0.7894736842105263,0.7852433281004709,0.7884160951830125,0.7551020408163265,0.7872340425531915,0.7254901960784313,0.8705259881730469,0.8463939888194062,2253,133,2,,
integration_binary/edu_to_eng_cluster_safe/late_fusion,integration_binary,edu_to_eng_cluster_safe,late_fusion,dummy,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.6228070175438597,0.3837837837837838,0.4780464675201517,0.0,0.0,0.0,0.5,0.3771929824561403,1841,317,2,,
integration_binary/edu_to_eng_cluster_safe/late_fusion,integration_binary,edu_to_eng_cluster_safe,late_fusion,fusion_lr,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.672514619883041,0.6613861386138613,0.676463435817266,0.6,0.5562913907284768,0.6511627906976745,0.7525202896968374,0.6776430689011463,1841,317,2,,
integration_binary/edu_to_eng_cluster_safe/late_fusion,integration_binary,edu_to_eng_cluster_safe,late_fusion,fusion_svm,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.6052631578947368,0.5955499102098024,0.6109444914463023,0.532871972318339,0.48125,0.5968992248062015,0.6720165956982203,0.5612509395548595,1841,317,2,,
integration_binary/edu_to_eng_cluster_safe/late_fusion,integration_binary,edu_to_eng_cluster_safe,late_fusion,fusion_mlp,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.7573099415204678,0.7413317052278589,0.7571219622699666,0.6770428015564203,0.6796875,0.6744186046511628,0.8110419623685263,0.7212257581323162,1841,317,2,,
integration_binary/edu_to_eng_cluster_safe/late_fusion,integration_binary,edu_to_eng_cluster_safe,late_fusion,fusion_extra_trees,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.7573099415204678,0.7351137986058621,0.7539468895637095,0.6584362139917695,0.7017543859649122,0.6201550387596899,0.8176656840266404,0.6781162265729349,1841,317,2,,
design_binary/random_cluster_stratified/late_fusion,design_binary,random_cluster_stratified,late_fusion,dummy,target_design_binary,split_random_cluster_stratified,374,0.8502673796791443,0.4595375722543353,0.7814596148496183,0.9190751445086706,0.8502673796791443,1.0,0.5,0.8502673796791443,1750,376,2,,
design_binary/random_cluster_stratified/late_fusion,design_binary,random_cluster_stratified,late_fusion,fusion_lr,target_design_binary,split_random_cluster_stratified,374,0.8262032085561497,0.6917595445496849,0.8343678035362994,0.895330112721417,0.9174917491749176,0.8742138364779874,0.8004267744833782,0.9575174194202284,1750,376,2,,
design_binary/random_cluster_stratified/late_fusion,design_binary,random_cluster_stratified,late_fusion,fusion_svm,target_design_binary,split_random_cluster_stratified,374,0.8155080213903744,0.6643121951219512,0.8221341332985521,0.8896,0.9055374592833876,0.8742138364779874,0.7865004492362982,0.9542099079319848,1750,376,2,,
design_binary/random_cluster_stratified/late_fusion,design_binary,random_cluster_stratified,late_fusion,fusion_mlp,target_design_binary,split_random_cluster_stratified,374,0.8770053475935828,0.7345061728395061,0.8707645078233314,0.9290123456790124,0.912121212121212,0.9465408805031448,0.8543912848158132,0.970556283733021,1750,376,2,,
design_binary/random_cluster_stratified/late_fusion,design_binary,random_cluster_stratified,late_fusion,fusion_extra_trees,target_design_binary,split_random_cluster_stratified,374,0.8609625668449198,0.5902233459755584,0.8235578060669159,0.9233038348082596,0.8694444444444445,0.9842767295597484,0.8542228212039533,0.9705358917221252,1750,376,2,,
design_binary/temporal_cluster_safe/late_fusion,design_binary,temporal_cluster_safe,late_fusion,dummy,target_design_binary,split_temporal_cluster_safe,897,0.9743589743589745,0.4935064935064935,0.9617049617049616,0.987012987012987,0.9743589743589745,1.0,0.5,0.9743589743589745,1257,346,2,,
design_binary/temporal_cluster_safe/late_fusion,design_binary,temporal_cluster_safe,late_fusion,fusion_lr,target_design_binary,split_temporal_cluster_safe,897,0.8717948717948718,0.545590703452286,0.9108535287937868,0.9305974652987328,0.9846743295019156,0.8821510297482837,0.7766391403840414,0.9914195068199024,1257,346,2,,
design_binary/temporal_cluster_safe/late_fusion,design_binary,temporal_cluster_safe,late_fusion,fusion_svm,target_design_binary,split_temporal_cluster_safe,897,0.8584169453734671,0.5235607787373748,0.902500403481144,0.9229836264402668,0.9819354838709676,0.8707093821510298,0.7409710476569495,0.988702710876426,1257,346,2,,
design_binary/temporal_cluster_safe/late_fusion,design_binary,temporal_cluster_safe,late_fusion,fusion_mlp,target_design_binary,split_temporal_cluster_safe,897,0.9765886287625418,0.6758556605234629,0.972063711416352,0.9880749574105622,0.9808342728297632,0.9954233409610984,0.8468311610784997,0.9950510530740304,1257,346,2,,
design_binary/temporal_cluster_safe/late_fusion,design_binary,temporal_cluster_safe,late_fusion,fusion_extra_trees,target_design_binary,split_temporal_cluster_safe,897,0.9732441471571908,0.4932203389830508,0.9611473272490222,0.9864406779661016,0.9743303571428572,0.9988558352402744,0.8334991543130037,0.9946451290189564,1257,346,2,,
design_binary/cross_program_cluster_safe/late_fusion,design_binary,cross_program_cluster_safe,late_fusion,dummy,target_design_binary,split_cross_program_cluster_safe,218,0.7018348623853211,0.4123989218328841,0.5788718811048741,0.8247978436657682,0.7018348623853211,1.0,0.5,0.7018348623853211,2228,54,2,,
design_binary/cross_program_cluster_safe/late_fusion,design_binary,cross_program_cluster_safe,late_fusion,fusion_lr,target_design_binary,split_cross_program_cluster_safe,218,0.6926605504587156,0.624282958199357,0.6889843358211157,0.7845659163987139,0.7721518987341772,0.7973856209150327,0.7270990447461037,0.8668381405012221,2228,54,2,,
design_binary/cross_program_cluster_safe/late_fusion,design_binary,cross_program_cluster_safe,late_fusion,fusion_svm,target_design_binary,split_cross_program_cluster_safe,218,0.7064220183486238,0.6320675105485232,0.6988348236751443,0.7974683544303798,0.7730061349693251,0.8235294117647058,0.7133232780291604,0.8531277162391956,2228,54,2,,
design_binary/cross_program_cluster_safe/late_fusion,design_binary,cross_program_cluster_safe,late_fusion,fusion_mlp,target_design_binary,split_cross_program_cluster_safe,218,0.7385321100917431,0.6470187199954549,0.7195698761078276,0.8267477203647416,0.7727272727272727,0.8888888888888888,0.8098541980894922,0.9118860859517044,2228,54,2,,
design_binary/cross_program_cluster_safe/late_fusion,design_binary,cross_program_cluster_safe,late_fusion,fusion_extra_trees,target_design_binary,split_cross_program_cluster_safe,218,0.7064220183486238,0.4554254488680718,0.6046666523429947,0.825136612021858,0.7089201877934272,0.9869281045751634,0.709502262443439,0.8647198307409399,2228,54,2,,
design_binary/cold_start_pi_cluster_safe/late_fusion,design_binary,cold_start_pi_cluster_safe,late_fusion,dummy,target_design_binary,split_cold_start_pi_cluster_safe,365,0.8493150684931506,0.4592592592592592,0.7801116184677829,0.9185185185185184,0.8493150684931506,1.0,0.5,0.8493150684931506,1735,400,2,,
design_binary/cold_start_pi_cluster_safe/late_fusion,design_binary,cold_start_pi_cluster_safe,late_fusion,fusion_lr,target_design_binary,split_cold_start_pi_cluster_safe,365,0.821917808219178,0.6645457758925415,0.8250652488657109,0.8943089430894309,0.9016393442622952,0.8870967741935484,0.7907331378299121,0.9506456544675272,1735,400,2,,
design_binary/cold_start_pi_cluster_safe/late_fusion,design_binary,cold_start_pi_cluster_safe,late_fusion,fusion_svm,target_design_binary,split_cold_start_pi_cluster_safe,365,0.8191780821917808,0.6357946298984035,0.816345905322385,0.8942307692307693,0.8885350318471338,0.9,0.7673313782991202,0.943959598620189,1735,400,2,,
design_binary/cold_start_pi_cluster_safe/late_fusion,design_binary,cold_start_pi_cluster_safe,late_fusion,fusion_mlp,target_design_binary,split_cold_start_pi_cluster_safe,365,0.873972602739726,0.6840183679614574,0.8551785441750916,0.9290123456790124,0.8905325443786982,0.970967741935484,0.8741348973607038,0.9761226500078222,1735,400,2,,
design_binary/cold_start_pi_cluster_safe/late_fusion,design_binary,cold_start_pi_cluster_safe,late_fusion,fusion_extra_trees,target_design_binary,split_cold_start_pi_cluster_safe,365,0.8575342465753425,0.554710960960961,0.8112556049199885,0.921921921921922,0.8623595505617978,0.9903225806451612,0.8675659824046921,0.973995099515964,1735,400,2,,
design_binary/cold_start_institution_cluster_safe/late_fusion,design_binary,cold_start_institution_cluster_safe,late_fusion,dummy,target_design_binary,split_cold_start_institution_cluster_safe,114,0.8421052631578947,0.4571428571428571,0.7699248120300752,0.9142857142857144,0.8421052631578947,1.0,0.5,0.8421052631578947,2253,133,2,,
design_binary/cold_start_institution_cluster_safe/late_fusion,design_binary,cold_start_institution_cluster_safe,late_fusion,fusion_lr,target_design_binary,split_cold_start_institution_cluster_safe,114,0.7456140350877193,0.6113788644645586,0.7676526451900292,0.8397790055248618,0.8941176470588236,0.7916666666666666,0.7170138888888888,0.921727730045532,2253,133,2,,
design_binary/cold_start_institution_cluster_safe/late_fusion,design_binary,cold_start_institution_cluster_safe,late_fusion,fusion_svm,target_design_binary,split_cold_start_institution_cluster_safe,114,0.7631578947368421,0.6381803220876925,0.7836766006941652,0.850828729281768,0.9058823529411764,0.8020833333333334,0.7158564814814814,0.9137963586980884,2253,133,2,,
design_binary/cold_start_institution_cluster_safe/late_fusion,design_binary,cold_start_institution_cluster_safe,late_fusion,fusion_mlp,target_design_binary,split_cold_start_institution_cluster_safe,114,0.8421052631578947,0.703125,0.8421052631578947,0.90625,0.90625,0.90625,0.839699074074074,0.9662314700595496,2253,133,2,,
design_binary/cold_start_institution_cluster_safe/late_fusion,design_binary,cold_start_institution_cluster_safe,late_fusion,fusion_extra_trees,target_design_binary,split_cold_start_institution_cluster_safe,114,0.8333333333333334,0.5406150583244963,0.7915164369034996,0.9073170731707316,0.8532110091743119,0.96875,0.8003472222222223,0.9574482391536604,2253,133,2,,
design_binary/edu_to_eng_cluster_safe/late_fusion,design_binary,edu_to_eng_cluster_safe,late_fusion,dummy,target_design_binary,split_edu_to_eng_cluster_safe,342,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.5,0.8070175438596491,1836,322,2,,
design_binary/edu_to_eng_cluster_safe/late_fusion,design_binary,edu_to_eng_cluster_safe,late_fusion,fusion_lr,target_design_binary,split_edu_to_eng_cluster_safe,342,0.7690058479532164,0.6394667663032599,0.7721653377495568,0.8555758683729433,0.8634686346863468,0.8478260869565217,0.7426438296003514,0.9186460840473636,1836,322,2,,
design_binary/edu_to_eng_cluster_safe/late_fusion,design_binary,edu_to_eng_cluster_safe,late_fusion,fusion_svm,target_design_binary,split_edu_to_eng_cluster_safe,342,0.7573099415204678,0.6292465028799812,0.7630441253401911,0.8471454880294659,0.8614232209737828,0.8333333333333334,0.7199165568730785,0.9102413770420952,1836,322,2,,
design_binary/edu_to_eng_cluster_safe/late_fusion,design_binary,edu_to_eng_cluster_safe,late_fusion,fusion_mlp,target_design_binary,split_edu_to_eng_cluster_safe,342,0.8450292397660819,0.7267670601003935,0.8371450944550358,0.9065255731922398,0.8831615120274914,0.9311594202898552,0.8521629336846729,0.9530610887060031,1836,322,2,,
design_binary/edu_to_eng_cluster_safe/late_fusion,design_binary,edu_to_eng_cluster_safe,late_fusion,fusion_extra_trees,target_design_binary,split_edu_to_eng_cluster_safe,342,0.8099415204678363,0.4622511429884612,0.7277601585181658,0.8946515397082658,0.8093841642228738,1.0,0.8263614404918752,0.939262907103513,1836,322,2,,
mmr_multiclass/random_cluster_stratified/late_fusion,mmr_multiclass,random_cluster_stratified,late_fusion,dummy,target_mmr_multiclass,split_random_cluster_stratified,374,0.3048128342245989,0.0778688524590164,0.1424125536950995,,,,,,1750,376,6,0.5,0.1666666666666666
mmr_multiclass/random_cluster_stratified/late_fusion,mmr_multiclass,random_cluster_stratified,late_fusion,fusion_lr,target_mmr_multiclass,split_random_cluster_stratified,374,0.3663101604278075,0.3261994109876189,0.3645711016368749,,,,,,1750,376,6,0.693768260585343,0.3084683257731176
mmr_multiclass/random_cluster_stratified/late_fusion,mmr_multiclass,random_cluster_stratified,late_fusion,fusion_svm,target_mmr_multiclass,split_random_cluster_stratified,374,0.3823529411764705,0.3474365173247591,0.3788169017152822,,,,,,1750,376,6,0.6798652117842353,0.2997253260345437
mmr_multiclass/random_cluster_stratified/late_fusion,mmr_multiclass,random_cluster_stratified,late_fusion,fusion_mlp,target_mmr_multiclass,split_random_cluster_stratified,374,0.4331550802139037,0.3586026159267334,0.407158031200369,,,,,,1750,376,6,0.7287287778687291,0.3677113035217442
mmr_multiclass/random_cluster_stratified/late_fusion,mmr_multiclass,random_cluster_stratified,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_random_cluster_stratified,374,0.4705882352941176,0.3262415357157929,0.3826330672953816,,,,,,1750,376,6,0.747988028399804,0.3820309903393858
mmr_multiclass/temporal_cluster_safe/late_fusion,mmr_multiclass,temporal_cluster_safe,late_fusion,dummy,target_mmr_multiclass,split_temporal_cluster_safe,897,0.0256410256410256,0.0083333333333333,0.0012820512820512,,,,,,1257,346,6,0.5,0.1666666666666666
mmr_multiclass/temporal_cluster_safe/late_fusion,mmr_multiclass,temporal_cluster_safe,late_fusion,fusion_lr,target_mmr_multiclass,split_temporal_cluster_safe,897,0.3645484949832775,0.2542797863778088,0.3717098173501064,,,,,,1257,346,6,0.6288617030308411,0.2338972543847498
mmr_multiclass/temporal_cluster_safe/late_fusion,mmr_multiclass,temporal_cluster_safe,late_fusion,fusion_svm,target_mmr_multiclass,split_temporal_cluster_safe,897,0.3478260869565217,0.2386053620183168,0.3588045505913863,,,,,,1257,346,6,0.6033353740861916,0.2180165806054467
mmr_multiclass/temporal_cluster_safe/late_fusion,mmr_multiclass,temporal_cluster_safe,late_fusion,fusion_mlp,target_mmr_multiclass,split_temporal_cluster_safe,897,0.3634336677814939,0.220541329915951,0.3576654892795481,,,,,,1257,346,6,0.6438963683262805,0.2613851073871675
mmr_multiclass/temporal_cluster_safe/late_fusion,mmr_multiclass,temporal_cluster_safe,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_temporal_cluster_safe,897,0.4738015607580825,0.1907657337994206,0.3718855596802389,,,,,,1257,346,6,0.6341234331064457,0.2332974216369621
mmr_multiclass/cross_program_cluster_safe/late_fusion,mmr_multiclass,cross_program_cluster_safe,late_fusion,dummy,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.2293577981651376,0.0621890547263681,0.0855812679720662,,,,,,2228,54,6,0.5,0.1666666666666666
mmr_multiclass/cross_program_cluster_safe/late_fusion,mmr_multiclass,cross_program_cluster_safe,late_fusion,fusion_lr,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.3440366972477064,0.2874444146538573,0.3644568948256798,,,,,,2228,54,6,0.6471282807448336,0.3182990542615664
mmr_multiclass/cross_program_cluster_safe/late_fusion,mmr_multiclass,cross_program_cluster_safe,late_fusion,fusion_svm,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.3486238532110092,0.2945998262648336,0.3610045879017444,,,,,,2228,54,6,0.6393612598306605,0.3233857616416531
mmr_multiclass/cross_program_cluster_safe/late_fusion,mmr_multiclass,cross_program_cluster_safe,late_fusion,fusion_mlp,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.3623853211009174,0.28308086701892,0.3742559718974431,,,,,,2228,54,6,0.6841590511697002,0.3570430771500842
mmr_multiclass/cross_program_cluster_safe/late_fusion,mmr_multiclass,cross_program_cluster_safe,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_cross_program_cluster_safe,218,0.3899082568807339,0.2017584429349135,0.3044509799501705,,,,,,2228,54,6,0.6089067101668522,0.3121878264611531
mmr_multiclass/cold_start_pi_cluster_safe/late_fusion,mmr_multiclass,cold_start_pi_cluster_safe,late_fusion,dummy,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3013698630136986,0.0771929824561403,0.1395818312905551,,,,,,1735,400,6,0.5,0.1666666666666666
mmr_multiclass/cold_start_pi_cluster_safe/late_fusion,mmr_multiclass,cold_start_pi_cluster_safe,late_fusion,fusion_lr,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3589041095890411,0.3154170800914594,0.3538062875053683,,,,,,1735,400,6,0.6620409790248521,0.3103813786369442
mmr_multiclass/cold_start_pi_cluster_safe/late_fusion,mmr_multiclass,cold_start_pi_cluster_safe,late_fusion,fusion_svm,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3150684931506849,0.2708287415869386,0.3136174031200591,,,,,,1735,400,6,0.6371866679586743,0.2924899725779463
mmr_multiclass/cold_start_pi_cluster_safe/late_fusion,mmr_multiclass,cold_start_pi_cluster_safe,late_fusion,fusion_mlp,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3808219178082191,0.3077757208611351,0.3555832849879062,,,,,,1735,400,6,0.6941401074919636,0.3154255947827702
mmr_multiclass/cold_start_pi_cluster_safe/late_fusion,mmr_multiclass,cold_start_pi_cluster_safe,late_fusion,fusion_extra_trees,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.4191780821917808,0.2295431717560205,0.2991296522077993,,,,,,1735,400,6,0.7206219179418722,0.3356009473711495
mmr_multiclass/cold_start_institution_cluster_safe/late_fusion,mmr_multiclass,cold_start_institution_cluster_safe,late_fusion,dummy,target_mmr_multiclass,split_cold_start_institution_cluster_safe,114,0.3245614035087719,0.0816777041942604,0.1590565818519809,,,,,,2253,133,6,0.5,0.1666666666666666
mmr_multiclass/cold_start_institution_cluster_safe/late_fusion,mmr_multiclass,cold_start_institution_cluster_safe,late_fusion,fusion_lr,target_mmr_multiclass,split_cold_start_institution_cluster_safe,114,0.2894736842105263,0.2362328884068014,0.2831312213463243,,,,,,2253,133,6,0.6283146367970849,0.2717534200191557
