result_dir,target_folder,split_folder,model_family,accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,target,split_col,label_type,n_train,n_val,n_test,n_features_raw,n_text_embedding_cols,n_metadata_cols,threshold,roc_auc_macro_ovr,pr_auc_macro
design_binary/cross_program_cluster_safe/text_metadata,design_binary,cross_program_cluster_safe,text_metadata,0.6788990825688074,0.4641853932584269,0.6011042676012781,0.8033707865168539,0.7044334975369458,0.934640522875817,0.6064856711915535,0.8049751640363039,metadata_svm,target_design_binary,split_cross_program_cluster_safe,binary,2228.0,54.0,218.0,777.0,768.0,9.0,,,
design_binary/cross_program_cluster_safe/text_metadata,design_binary,cross_program_cluster_safe,text_metadata,0.6972477064220184,0.4108108108108108,0.5766426977436152,0.8216216216216217,0.7004608294930875,0.9934640522875816,0.6525389643036702,0.8307761924144745,metadata_mlp,target_design_binary,split_cross_program_cluster_safe,binary,2228.0,54.0,218.0,777.0,768.0,9.0,,,
design_binary/cross_program_cluster_safe/text_metadata,design_binary,cross_program_cluster_safe,text_metadata,0.7018348623853211,0.4404296489357501,0.5948166206375103,0.8228882833787466,0.705607476635514,0.9869281045751634,0.6921065862242333,0.8570063293199558,metadata_extra_trees,target_design_binary,split_cross_program_cluster_safe,binary,2228.0,54.0,218.0,777.0,768.0,9.0,,,
design_binary/cross_program_cluster_safe/text_metadata/dummy,design_binary,cross_program_cluster_safe,text_metadata,0.7018348623853211,0.4123989218328841,0.5788718811048741,0.8247978436657682,0.7018348623853211,1.0,0.5,0.7018348623853211,dummy,,,binary,,,,,,,,,
design_binary/cross_program_cluster_safe/text_metadata/metadata_lr,design_binary,cross_program_cluster_safe,text_metadata,0.6055045871559633,0.5797166427546628,0.6217414410382636,0.6838235294117647,0.7815126050420168,0.6078431372549019,0.651131221719457,0.8231915458693078,metadata_lr,,,binary,,,,,,,,,
design_binary/cross_program_cluster_safe/text_metadata/metadata_svm,design_binary,cross_program_cluster_safe,text_metadata,0.6788990825688074,0.4641853932584269,0.6011042676012781,0.8033707865168539,0.7044334975369458,0.934640522875817,0.6064856711915535,0.8049751640363039,metadata_svm,,,binary,,,,,,,,,
design_binary/cross_program_cluster_safe/text_metadata/metadata_mlp,design_binary,cross_program_cluster_safe,text_metadata,0.6972477064220184,0.4108108108108108,0.5766426977436152,0.8216216216216217,0.7004608294930875,0.9934640522875816,0.6525389643036702,0.8307761924144745,metadata_mlp,,,binary,,,,,,,,,
design_binary/cross_program_cluster_safe/text_metadata/metadata_extra_trees,design_binary,cross_program_cluster_safe,text_metadata,0.7018348623853211,0.4404296489357501,0.5948166206375103,0.8228882833787466,0.705607476635514,0.9869281045751634,0.6921065862242333,0.8570063293199558,metadata_extra_trees,,,binary,,,,,,,,,
design_binary/cold_start_pi_cluster_safe/text_metadata,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8493150684931506,0.4592592592592592,0.7801116184677829,0.9185185185185184,0.8493150684931506,1.0,0.5,0.8493150684931506,dummy,target_design_binary,split_cold_start_pi_cluster_safe,binary,1735.0,400.0,365.0,777.0,768.0,9.0,,,
design_binary/cold_start_pi_cluster_safe/text_metadata,design_binary,cold_start_pi_cluster_safe,text_metadata,0.7041095890410959,0.6076206402293359,0.7435581095497713,0.8021978021978022,0.9279661016949152,0.7064516129032258,0.752316715542522,0.9444510709363356,metadata_lr,target_design_binary,split_cold_start_pi_cluster_safe,binary,1735.0,400.0,365.0,777.0,768.0,9.0,,,
design_binary/cold_start_pi_cluster_safe/text_metadata,design_binary,cold_start_pi_cluster_safe,text_metadata,0.7452054794520548,0.5998231653404067,0.768334483969817,0.841025641025641,0.8945454545454545,0.7935483870967742,0.7404105571847508,0.9449605744053786,metadata_svm,target_design_binary,split_cold_start_pi_cluster_safe,binary,1735.0,400.0,365.0,777.0,768.0,9.0,,,
design_binary/cold_start_pi_cluster_safe/text_metadata,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8547945205479452,0.5113541640354644,0.7975544611291983,0.9210134128166916,0.8559556786703602,0.9967741935483873,0.7758944281524927,0.9513367184675788,metadata_mlp,target_design_binary,split_cold_start_pi_cluster_safe,binary,1735.0,400.0,365.0,777.0,768.0,9.0,,,
design_binary/cold_start_pi_cluster_safe/text_metadata,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8301369863013699,0.5741117133393556,0.8048058638881671,0.904320987654321,0.8668639053254438,0.9451612903225808,0.7563343108504399,0.9340839694698774,metadata_extra_trees,target_design_binary,split_cold_start_pi_cluster_safe,binary,1735.0,400.0,365.0,777.0,768.0,9.0,,,
design_binary/cold_start_pi_cluster_safe/text_metadata/dummy,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8493150684931506,0.4592592592592592,0.7801116184677829,0.9185185185185184,0.8493150684931506,1.0,0.5,0.8493150684931506,dummy,,,binary,,,,,,,,,
design_binary/cold_start_pi_cluster_safe/text_metadata/metadata_lr,design_binary,cold_start_pi_cluster_safe,text_metadata,0.7041095890410959,0.6076206402293359,0.7435581095497713,0.8021978021978022,0.9279661016949152,0.7064516129032258,0.752316715542522,0.9444510709363356,metadata_lr,,,binary,,,,,,,,,
design_binary/cold_start_pi_cluster_safe/text_metadata/metadata_svm,design_binary,cold_start_pi_cluster_safe,text_metadata,0.7452054794520548,0.5998231653404067,0.768334483969817,0.841025641025641,0.8945454545454545,0.7935483870967742,0.7404105571847508,0.9449605744053786,metadata_svm,,,binary,,,,,,,,,
design_binary/cold_start_pi_cluster_safe/text_metadata/metadata_mlp,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8547945205479452,0.5113541640354644,0.7975544611291983,0.9210134128166916,0.8559556786703602,0.9967741935483873,0.7758944281524927,0.9513367184675788,metadata_mlp,,,binary,,,,,,,,,
design_binary/cold_start_pi_cluster_safe/text_metadata/metadata_extra_trees,design_binary,cold_start_pi_cluster_safe,text_metadata,0.8301369863013699,0.5741117133393556,0.8048058638881671,0.904320987654321,0.8668639053254438,0.9451612903225808,0.7563343108504399,0.9340839694698774,metadata_extra_trees,,,binary,,,,,,,,,
design_binary/cold_start_institution_cluster_safe/text_metadata,design_binary,cold_start_institution_cluster_safe,text_metadata,0.8421052631578947,0.4571428571428571,0.7699248120300752,0.9142857142857144,0.8421052631578947,1.0,0.5,0.8421052631578947,dummy,target_design_binary,split_cold_start_institution_cluster_safe,binary,2253.0,133.0,114.0,777.0,768.0,9.0,,,
design_binary/cold_start_institution_cluster_safe/text_metadata,design_binary,cold_start_institution_cluster_safe,text_metadata,0.631578947368421,0.5521885521885521,0.6811979443558391,0.7407407407407407,0.9090909090909092,0.625,0.7465277777777777,0.942400379798972,metadata_lr,target_design_binary,split_cold_start_institution_cluster_safe,binary,2253.0,133.0,114.0,777.0,768.0,9.0,,,
design_binary/cold_start_institution_cluster_safe/text_metadata,design_binary,cold_start_institution_cluster_safe,text_metadata,0.7192982456140351,0.611749680715198,0.7515628150836862,0.8160919540229885,0.9102564102564102,0.7395833333333334,0.7881944444444444,0.9564179626397292,metadata_svm,target_design_binary,split_cold_start_institution_cluster_safe,binary,2253.0,133.0,114.0,777.0,768.0,9.0,,,
design_binary/cold_start_institution_cluster_safe/text_metadata,design_binary,cold_start_institution_cluster_safe,text_metadata,0.8421052631578947,0.6092916984006094,0.8156491762536577,0.9108910891089108,0.8679245283018868,0.9583333333333334,0.7633101851851851,0.9477039097650722,metadata_mlp,target_design_binary,split_cold_start_institution_cluster_safe,binary,2253.0,133.0,114.0,777.0,768.0,9.0,,,
design_binary/cold_start_institution_cluster_safe/text_metadata,design_binary,cold_start_institution_cluster_safe,text_metadata,0.7719298245614035,0.501010101010101,0.7525784157363106,0.8686868686868687,0.8431372549019608,0.8958333333333334,0.8003472222222223,0.9566218330612752,metadata_extra_trees,target_design_binary,split_cold_start_institution_cluster_safe,binary,2253.0,133.0,114.0,777.0,768.0,9.0,,,
design_binary/cold_start_institution_cluster_safe/text_metadata/dummy,design_binary,cold_start_institution_cluster_safe,text_metadata,0.8421052631578947,0.4571428571428571,0.7699248120300752,0.9142857142857144,0.8421052631578947,1.0,0.5,0.8421052631578947,dummy,,,binary,,,,,,,,,
design_binary/cold_start_institution_cluster_safe/text_metadata/metadata_lr,design_binary,cold_start_institution_cluster_safe,text_metadata,0.631578947368421,0.5521885521885521,0.6811979443558391,0.7407407407407407,0.9090909090909092,0.625,0.7465277777777777,0.942400379798972,metadata_lr,,,binary,,,,,,,,,
design_binary/cold_start_institution_cluster_safe/text_metadata/metadata_svm,design_binary,cold_start_institution_cluster_safe,text_metadata,0.7192982456140351,0.611749680715198,0.7515628150836862,0.8160919540229885,0.9102564102564102,0.7395833333333334,0.7881944444444444,0.9564179626397292,metadata_svm,,,binary,,,,,,,,,
design_binary/cold_start_institution_cluster_safe/text_metadata/metadata_mlp,design_binary,cold_start_institution_cluster_safe,text_metadata,0.8421052631578947,0.6092916984006094,0.8156491762536577,0.9108910891089108,0.8679245283018868,0.9583333333333334,0.7633101851851851,0.9477039097650722,metadata_mlp,,,binary,,,,,,,,,
design_binary/cold_start_institution_cluster_safe/text_metadata/metadata_extra_trees,design_binary,cold_start_institution_cluster_safe,text_metadata,0.7719298245614035,0.501010101010101,0.7525784157363106,0.8686868686868687,0.8431372549019608,0.8958333333333334,0.8003472222222223,0.9566218330612752,metadata_extra_trees,,,binary,,,,,,,,,
design_binary/edu_to_eng_cluster_safe/text_metadata,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.5,0.8070175438596491,dummy,target_design_binary,split_edu_to_eng_cluster_safe,binary,1827.0,331.0,342.0,777.0,768.0,9.0,,,
design_binary/edu_to_eng_cluster_safe/text_metadata,design_binary,edu_to_eng_cluster_safe,text_metadata,0.6491228070175439,0.4924812030075188,0.6656113969133359,0.7744360902255639,0.8046875,0.7463768115942029,0.6352108036890646,0.9015753396996812,metadata_lr,target_design_binary,split_edu_to_eng_cluster_safe,binary,1827.0,331.0,342.0,777.0,768.0,9.0,,,
design_binary/edu_to_eng_cluster_safe/text_metadata,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8011695906432749,0.4448051948051948,0.7179311916154022,0.8896103896103896,0.8058823529411765,0.9927536231884058,0.6404808959156785,0.8992877690101269,metadata_svm,target_design_binary,split_edu_to_eng_cluster_safe,binary,1827.0,331.0,342.0,777.0,768.0,9.0,,,
design_binary/edu_to_eng_cluster_safe/text_metadata,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.6918093983311375,0.9163255784557964,metadata_mlp,target_design_binary,split_edu_to_eng_cluster_safe,binary,1827.0,331.0,342.0,777.0,768.0,9.0,,,
design_binary/edu_to_eng_cluster_safe/text_metadata,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.7455808080808081,0.9295370704511442,metadata_extra_trees,target_design_binary,split_edu_to_eng_cluster_safe,binary,1827.0,331.0,342.0,777.0,768.0,9.0,,,
design_binary/edu_to_eng_cluster_safe/text_metadata/dummy,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.5,0.8070175438596491,dummy,,,binary,,,,,,,,,
design_binary/edu_to_eng_cluster_safe/text_metadata/metadata_lr,design_binary,edu_to_eng_cluster_safe,text_metadata,0.6491228070175439,0.4924812030075188,0.6656113969133359,0.7744360902255639,0.8046875,0.7463768115942029,0.6352108036890646,0.9015753396996812,metadata_lr,,,binary,,,,,,,,,
design_binary/edu_to_eng_cluster_safe/text_metadata/metadata_svm,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8011695906432749,0.4448051948051948,0.7179311916154022,0.8896103896103896,0.8058823529411765,0.9927536231884058,0.6404808959156785,0.8992877690101269,metadata_svm,,,binary,,,,,,,,,
design_binary/edu_to_eng_cluster_safe/text_metadata/metadata_mlp,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.6918093983311375,0.9163255784557964,metadata_mlp,,,binary,,,,,,,,,
design_binary/edu_to_eng_cluster_safe/text_metadata/metadata_extra_trees,design_binary,edu_to_eng_cluster_safe,text_metadata,0.8070175438596491,0.4466019417475728,0.7208312042241527,0.8932038834951457,0.8070175438596491,1.0,0.7455808080808081,0.9295370704511442,metadata_extra_trees,,,binary,,,,,,,,,
mmr_multiclass/random_cluster_stratified/text_metadata,mmr_multiclass,random_cluster_stratified,text_metadata,0.3048128342245989,0.0778688524590164,0.1424125536950995,,,,,,dummy,target_mmr_multiclass,split_random_cluster_stratified,multiclass,1750.0,376.0,374.0,777.0,768.0,9.0,,,
mmr_multiclass/random_cluster_stratified/text_metadata,mmr_multiclass,random_cluster_stratified,text_metadata,0.3770053475935829,0.3458581779216841,0.3954216324616196,,,,,,metadata_lr,target_mmr_multiclass,split_random_cluster_stratified,multiclass,1750.0,376.0,374.0,777.0,768.0,9.0,,,
mmr_multiclass/random_cluster_stratified/text_metadata,mmr_multiclass,random_cluster_stratified,text_metadata,0.3903743315508021,0.3528771759462015,0.39842634116596,,,,,,metadata_svm,target_mmr_multiclass,split_random_cluster_stratified,multiclass,1750.0,376.0,374.0,777.0,768.0,9.0,,,
mmr_multiclass/random_cluster_stratified/text_metadata,mmr_multiclass,random_cluster_stratified,text_metadata,0.4117647058823529,0.2871394557921627,0.3448807591150159,,,,,,metadata_mlp,target_mmr_multiclass,split_random_cluster_stratified,multiclass,1750.0,376.0,374.0,777.0,768.0,9.0,,,
mmr_multiclass/random_cluster_stratified/text_metadata,mmr_multiclass,random_cluster_stratified,text_metadata,0.4224598930481283,0.3413532878018486,0.3984190845566739,,,,,,metadata_extra_trees,target_mmr_multiclass,split_random_cluster_stratified,multiclass,1750.0,376.0,374.0,777.0,768.0,9.0,,,
mmr_multiclass/random_cluster_stratified/text_metadata/dummy,mmr_multiclass,random_cluster_stratified,text_metadata,0.3048128342245989,0.0778688524590164,0.1424125536950995,,,,,,dummy,,,multiclass,,,,,,,,,
mmr_multiclass/random_cluster_stratified/text_metadata/metadata_lr,mmr_multiclass,random_cluster_stratified,text_metadata,0.3770053475935829,0.3458581779216841,0.3954216324616196,,,,,,metadata_lr,,,multiclass,,,,,,,,,
mmr_multiclass/random_cluster_stratified/text_metadata/metadata_svm,mmr_multiclass,random_cluster_stratified,text_metadata,0.3903743315508021,0.3528771759462015,0.39842634116596,,,,,,metadata_svm,,,multiclass,,,,,,,,,
mmr_multiclass/random_cluster_stratified/text_metadata/metadata_mlp,mmr_multiclass,random_cluster_stratified,text_metadata,0.4117647058823529,0.2871394557921627,0.3448807591150159,,,,,,metadata_mlp,,,multiclass,,,,,,,,,
mmr_multiclass/random_cluster_stratified/text_metadata/metadata_extra_trees,mmr_multiclass,random_cluster_stratified,text_metadata,0.4224598930481283,0.3413532878018486,0.3984190845566739,,,,,,metadata_extra_trees,,,multiclass,,,,,,,,,
mmr_multiclass/temporal_cluster_safe/text_metadata,mmr_multiclass,temporal_cluster_safe,text_metadata,0.0256410256410256,0.0083333333333333,0.0012820512820512,,,,,,dummy,target_mmr_multiclass,split_temporal_cluster_safe,multiclass,1257.0,346.0,897.0,777.0,768.0,9.0,,,
mmr_multiclass/temporal_cluster_safe/text_metadata,mmr_multiclass,temporal_cluster_safe,text_metadata,0.3734671125975474,0.2637184840812139,0.3997058121036594,,,,,,metadata_lr,target_mmr_multiclass,split_temporal_cluster_safe,multiclass,1257.0,346.0,897.0,777.0,768.0,9.0,,,
mmr_multiclass/temporal_cluster_safe/text_metadata,mmr_multiclass,temporal_cluster_safe,text_metadata,0.261984392419175,0.135086594849897,0.3121805439146044,,,,,,metadata_svm,target_mmr_multiclass,split_temporal_cluster_safe,multiclass,1257.0,346.0,897.0,777.0,768.0,9.0,,,
mmr_multiclass/temporal_cluster_safe/text_metadata,mmr_multiclass,temporal_cluster_safe,text_metadata,0.2920847268673355,0.1695724268969153,0.335897179374745,,,,,,metadata_mlp,target_mmr_multiclass,split_temporal_cluster_safe,multiclass,1257.0,346.0,897.0,777.0,768.0,9.0,,,
mmr_multiclass/temporal_cluster_safe/text_metadata,mmr_multiclass,temporal_cluster_safe,text_metadata,0.4247491638795986,0.2662406969236197,0.4179892298443481,,,,,,metadata_extra_trees,target_mmr_multiclass,split_temporal_cluster_safe,multiclass,1257.0,346.0,897.0,777.0,768.0,9.0,,,
mmr_multiclass/temporal_cluster_safe/text_metadata/dummy,mmr_multiclass,temporal_cluster_safe,text_metadata,0.0256410256410256,0.0083333333333333,0.0012820512820512,,,,,,dummy,,,multiclass,,,,,,,,,
mmr_multiclass/temporal_cluster_safe/text_metadata/metadata_lr,mmr_multiclass,temporal_cluster_safe,text_metadata,0.3734671125975474,0.2637184840812139,0.3997058121036594,,,,,,metadata_lr,,,multiclass,,,,,,,,,
mmr_multiclass/temporal_cluster_safe/text_metadata/metadata_svm,mmr_multiclass,temporal_cluster_safe,text_metadata,0.261984392419175,0.135086594849897,0.3121805439146044,,,,,,metadata_svm,,,multiclass,,,,,,,,,
mmr_multiclass/temporal_cluster_safe/text_metadata/metadata_mlp,mmr_multiclass,temporal_cluster_safe,text_metadata,0.2920847268673355,0.1695724268969153,0.335897179374745,,,,,,metadata_mlp,,,multiclass,,,,,,,,,
mmr_multiclass/temporal_cluster_safe/text_metadata/metadata_extra_trees,mmr_multiclass,temporal_cluster_safe,text_metadata,0.4247491638795986,0.2662406969236197,0.4179892298443481,,,,,,metadata_extra_trees,,,multiclass,,,,,,,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2293577981651376,0.0621890547263681,0.0855812679720662,,,,,,dummy,target_mmr_multiclass,split_cross_program_cluster_safe,multiclass,2228.0,54.0,218.0,777.0,768.0,9.0,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2706422018348624,0.2176969249970586,0.2891869809473736,,,,,,metadata_lr,target_mmr_multiclass,split_cross_program_cluster_safe,multiclass,2228.0,54.0,218.0,777.0,768.0,9.0,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2935779816513761,0.2538374784550569,0.2997112636190163,,,,,,metadata_svm,target_mmr_multiclass,split_cross_program_cluster_safe,multiclass,2228.0,54.0,218.0,777.0,768.0,9.0,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2293577981651376,0.1174504584442472,0.1133642128570614,,,,,,metadata_mlp,target_mmr_multiclass,split_cross_program_cluster_safe,multiclass,2228.0,54.0,218.0,777.0,768.0,9.0,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.3211009174311927,0.2299986874495533,0.2887722243610862,,,,,,metadata_extra_trees,target_mmr_multiclass,split_cross_program_cluster_safe,multiclass,2228.0,54.0,218.0,777.0,768.0,9.0,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata/dummy,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2293577981651376,0.0621890547263681,0.0855812679720662,,,,,,dummy,,,multiclass,,,,,,,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata/metadata_lr,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2706422018348624,0.2176969249970586,0.2891869809473736,,,,,,metadata_lr,,,multiclass,,,,,,,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata/metadata_svm,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2935779816513761,0.2538374784550569,0.2997112636190163,,,,,,metadata_svm,,,multiclass,,,,,,,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata/metadata_mlp,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.2293577981651376,0.1174504584442472,0.1133642128570614,,,,,,metadata_mlp,,,multiclass,,,,,,,,,
mmr_multiclass/cross_program_cluster_safe/text_metadata/metadata_extra_trees,mmr_multiclass,cross_program_cluster_safe,text_metadata,0.3211009174311927,0.2299986874495533,0.2887722243610862,,,,,,metadata_extra_trees,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3013698630136986,0.0771929824561403,0.1395818312905551,,,,,,dummy,target_mmr_multiclass,split_cold_start_pi_cluster_safe,multiclass,1735.0,400.0,365.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3506849315068493,0.3281571181571182,0.3663938524373658,,,,,,metadata_lr,target_mmr_multiclass,split_cold_start_pi_cluster_safe,multiclass,1735.0,400.0,365.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3780821917808219,0.3335378625184446,0.3794065892319996,,,,,,metadata_svm,target_mmr_multiclass,split_cold_start_pi_cluster_safe,multiclass,1735.0,400.0,365.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3561643835616438,0.238786811777697,0.2958849865067691,,,,,,metadata_mlp,target_mmr_multiclass,split_cold_start_pi_cluster_safe,multiclass,1735.0,400.0,365.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3917808219178082,0.3048937794368208,0.3597199307243177,,,,,,metadata_extra_trees,target_mmr_multiclass,split_cold_start_pi_cluster_safe,multiclass,1735.0,400.0,365.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata/dummy,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3013698630136986,0.0771929824561403,0.1395818312905551,,,,,,dummy,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata/metadata_lr,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3506849315068493,0.3281571181571182,0.3663938524373658,,,,,,metadata_lr,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata/metadata_svm,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3780821917808219,0.3335378625184446,0.3794065892319996,,,,,,metadata_svm,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata/metadata_mlp,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3561643835616438,0.238786811777697,0.2958849865067691,,,,,,metadata_mlp,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_pi_cluster_safe/text_metadata/metadata_extra_trees,mmr_multiclass,cold_start_pi_cluster_safe,text_metadata,0.3917808219178082,0.3048937794368208,0.3597199307243177,,,,,,metadata_extra_trees,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3245614035087719,0.0816777041942604,0.1590565818519809,,,,,,dummy,target_mmr_multiclass,split_cold_start_institution_cluster_safe,multiclass,2253.0,133.0,114.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3684210526315789,0.3184257478664079,0.3961754265842263,,,,,,metadata_lr,target_mmr_multiclass,split_cold_start_institution_cluster_safe,multiclass,2253.0,133.0,114.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3684210526315789,0.2855055117157767,0.3676986957599311,,,,,,metadata_svm,target_mmr_multiclass,split_cold_start_institution_cluster_safe,multiclass,2253.0,133.0,114.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.4385964912280701,0.3077448523268957,0.3875590248410845,,,,,,metadata_mlp,target_mmr_multiclass,split_cold_start_institution_cluster_safe,multiclass,2253.0,133.0,114.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.4122807017543859,0.2849392165074881,0.3760390332904141,,,,,,metadata_extra_trees,target_mmr_multiclass,split_cold_start_institution_cluster_safe,multiclass,2253.0,133.0,114.0,777.0,768.0,9.0,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata/dummy,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3245614035087719,0.0816777041942604,0.1590565818519809,,,,,,dummy,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata/metadata_lr,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3684210526315789,0.3184257478664079,0.3961754265842263,,,,,,metadata_lr,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata/metadata_svm,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.3684210526315789,0.2855055117157767,0.3676986957599311,,,,,,metadata_svm,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata/metadata_mlp,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.4385964912280701,0.3077448523268957,0.3875590248410845,,,,,,metadata_mlp,,,multiclass,,,,,,,,,
mmr_multiclass/cold_start_institution_cluster_safe/text_metadata/metadata_extra_trees,mmr_multiclass,cold_start_institution_cluster_safe,text_metadata,0.4122807017543859,0.2849392165074881,0.3760390332904141,,,,,,metadata_extra_trees,,,multiclass,,,,,,,,,
mmr_multiclass/edu_to_eng_cluster_safe/text_metadata,mmr_multiclass,edu_to_eng_cluster_safe,text_metadata,0.283625730994152,0.0736522399392558,0.1253380223527687,,,,,,dummy,target_mmr_multiclass,split_edu_to_eng_cluster_safe,multiclass,1827.0,331.0,342.0,777.0,768.0,9.0,,,
mmr_multiclass/edu_to_eng_cluster_safe/text_metadata,mmr_multiclass,edu_to_eng_cluster_safe,text_metadata,0.2894736842105263,0.2381738274935904,0.2922203294227635,,,,,,metadata_lr,target_mmr_multiclass,split_edu_to_eng_cluster_safe,multiclass,1827.0,331.0,342.0,777.0,768.0,9.0,,,
mmr_multiclass/edu_to_eng_cluster_safe/text_metadata,mmr_multiclass,edu_to_eng_cluster_safe,text_metadata,0.2368421052631578,0.1831281493571831,0.2217649720333209,,,,,,metadata_svm,target_mmr_multiclass,split_edu_to_eng_cluster_safe,multiclass,1827.0,331.0,342.0,777.0,768.0,9.0,,,
mmr_multiclass/edu_to_eng_cluster_safe/text_metadata,mmr_multiclass,edu_to_eng_cluster_safe,text_metadata,0.2807017543859649,0.2236947203123674,0.2785335218616952,,,,,,metadata_mlp,target_mmr_multiclass,split_edu_to_eng_cluster_safe,multiclass,1827.0,331.0,342.0,777.0,768.0,9.0,,,
mmr_multiclass/edu_to_eng_cluster_safe/text_metadata,mmr_multiclass,edu_to_eng_cluster_safe,text_metadata,0.3391812865497076,0.2539367022240864,0.3034537905911455,,,,,,metadata_extra_trees,target_mmr_multiclass,split_edu_to_eng_cluster_safe,multiclass,1827.0,331.0,342.0,777.0,768.0,9.0,,,
