result_dir,target_folder,split_folder,model_family,accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,target,split_col,label_type,n_train,n_val,n_test,n_features_raw,n_text_embedding_cols,n_metadata_cols,threshold,roc_auc_macro_ovr,pr_auc_macro
design_binary/random_cluster_stratified/metadata_only/metadata_mlp,design_binary,random_cluster_stratified,metadata_only,0.8502673796791443,0.4595375722543353,0.7814596148496183,0.9190751445086706,0.8502673796791443,1.0,0.6860961365678347,0.9194628264478352,metadata_mlp,,,binary,,,,,,,,,
design_binary/random_cluster_stratified/metadata_only/metadata_extra_trees,design_binary,random_cluster_stratified,metadata_only,0.8636363636363636,0.6615384615384616,0.8447552447552448,0.9230769230769232,0.8869565217391304,0.9622641509433962,0.793351302785265,0.9523966178337708,metadata_extra_trees,,,binary,,,,,,,,,
design_binary/temporal_cluster_safe/metadata_only,design_binary,temporal_cluster_safe,metadata_only,0.9743589743589745,0.4935064935064935,0.9617049617049616,0.987012987012987,0.9743589743589745,1.0,0.5,0.9743589743589745,dummy,target_design_binary,split_temporal_cluster_safe,binary,1257.0,346.0,897.0,9.0,0.0,9.0,,,
design_binary/temporal_cluster_safe/metadata_only,design_binary,temporal_cluster_safe,metadata_only,0.7079152731326644,0.4699824991881067,0.8068889727768233,0.8251001335113485,0.9903846153846154,0.7070938215102975,0.7225151726196398,0.981687675416344,metadata_lr,target_design_binary,split_temporal_cluster_safe,binary,1257.0,346.0,897.0,9.0,0.0,9.0,,,
design_binary/temporal_cluster_safe/metadata_only,design_binary,temporal_cluster_safe,metadata_only,0.7681159420289855,0.4851428319131087,0.8472633081666594,0.8668373879641486,0.9840116279069768,0.7745995423340961,0.686349616953537,0.984444198724833,metadata_svm,target_design_binary,split_temporal_cluster_safe,binary,1257.0,346.0,897.0,9.0,0.0,9.0,,,
design_binary/temporal_cluster_safe/metadata_only,design_binary,temporal_cluster_safe,metadata_only,0.9487179487179488,0.5608556832694764,0.9523987294102236,0.9735632183908046,0.9780600461893764,0.9691075514874142,0.7337578350412894,0.9840738666389776,metadata_mlp,target_design_binary,split_temporal_cluster_safe,binary,1257.0,346.0,897.0,9.0,0.0,9.0,,,
design_binary/temporal_cluster_safe/metadata_only,design_binary,temporal_cluster_safe,metadata_only,0.94314381270903,0.6046374957868446,0.9517084303660976,0.9704690214244356,0.9824150058616647,0.9588100686498856,0.7295791463535967,0.9865515802291116,metadata_extra_trees,target_design_binary,split_temporal_cluster_safe,binary,1257.0,346.0,897.0,9.0,0.0,9.0,,,
design_binary/temporal_cluster_safe/metadata_only/dummy,design_binary,temporal_cluster_safe,metadata_only,0.9743589743589745,0.4935064935064935,0.9617049617049616,0.987012987012987,0.9743589743589745,1.0,0.5,0.9743589743589745,dummy,,,binary,,,,,,,,,
design_binary/temporal_cluster_safe/metadata_only/metadata_lr,design_binary,temporal_cluster_safe,metadata_only,0.7079152731326644,0.4699824991881067,0.8068889727768233,0.8251001335113485,0.9903846153846154,0.7070938215102975,0.7225151726196398,0.981687675416344,metadata_lr,,,binary,,,,,,,,,
design_binary/temporal_cluster_safe/metadata_only/metadata_svm,design_binary,temporal_cluster_safe,metadata_only,0.7681159420289855,0.4851428319131087,0.8472633081666594,0.8668373879641486,0.9840116279069768,0.7745995423340961,0.686349616953537,0.984444198724833,metadata_svm,,,binary,,,,,,,,,
design_binary/temporal_cluster_safe/metadata_only/metadata_mlp,design_binary,temporal_cluster_safe,metadata_only,0.9487179487179488,0.5608556832694764,0.9523987294102236,0.9735632183908046,0.9780600461893764,0.9691075514874142,0.7337578350412894,0.9840738666389776,metadata_mlp,,,binary,,,,,,,,,
design_binary/temporal_cluster_safe/metadata_only/metadata_extra_trees,design_binary,temporal_cluster_safe,metadata_only,0.94314381270903,0.6046374957868446,0.9517084303660976,0.9704690214244356,0.9824150058616647,0.9588100686498856,0.7295791463535967,0.9865515802291116,metadata_extra_trees,,,binary,,,,,,,,,
design_binary/cross_program_cluster_safe/metadata_only,design_binary,cross_program_cluster_safe,metadata_only,0.7018348623853211,0.4123989218328841,0.5788718811048741,0.8247978436657682,0.7018348623853211,1.0,0.5,0.7018348623853211,dummy,target_design_binary,split_cross_program_cluster_safe,binary,2228.0,54.0,218.0,9.0,0.0,9.0,,,
design_binary/cross_program_cluster_safe/metadata_only,design_binary,cross_program_cluster_safe,metadata_only,0.5963302752293578,0.549924924924925,0.6082630795933548,0.6944444444444444,0.7407407407407407,0.6535947712418301,0.5799396681749623,0.7626579952033825,metadata_lr,target_design_binary,split_cross_program_cluster_safe,binary,2228.0,54.0,218.0,9.0,0.0,9.0,,,
