source_metrics_path,target,split_col,run_family,model,split,accuracy,macro_f1,positive_f1,precision,recall,roc_auc,pr_auc,weighted_f1
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,tfidf_svm,test,0.8713450292397661,0.7805262236742314,0.9217081850533808,0.9055944055944056,0.9384057971014492,0.9058519982433024,0.9745976932517284,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_lr,train,0.9438997821350764,0.9001895315862227,0.966240576860046,0.9993220338983052,0.9352791878172588,0.9879051151893792,0.9981261992856778,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_lr,validation,0.8385093167701864,0.6971275595108892,0.904059040590406,0.9210526315789472,0.8876811594202898,0.8254568367989918,0.9658219099197388,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_lr,test,0.7865497076023392,0.6381896439285248,0.8698752228163993,0.856140350877193,0.8840579710144928,0.7600461133069829,0.9289040925130452,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_mlp,train,0.9863834422657952,0.9715837156737166,0.9920911104080988,0.9892744479495268,0.9949238578680204,0.99156579461148,0.9984518877999042,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_mlp,validation,0.8664596273291926,0.6510144927536232,0.925217391304348,0.8896321070234113,0.9637681159420288,0.8799621928166351,0.9787156304368362,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/edu_to_eng_cluster_safe/classical/metrics_summary.csv,design_binary,edu_to_eng_cluster_safe,classical,frozen_embedding_mlp,test,0.8304093567251462,0.6711538461538462,0.9,0.8585526315789473,0.9456521739130436,0.8394268774703558,0.9437229308501388,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,regex,train,0.1851428571428571,0.1750042315952056,0.0835475578406169,0.9848484848484848,0.0436241610738255,0.5198890036138358,0.8572489032220576,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,regex,validation,0.1835106382978723,0.1726905903516882,0.078078078078078,1.0,0.040625,0.5203125,0.8571143617021276,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,regex,test,0.2032085561497326,0.1957569634867946,0.1183431952662721,1.0,0.0628930817610062,0.5314465408805031,0.8596845256112736,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_lr,train,0.96,0.9286504746927602,0.9759450171821306,1.0,0.953020134228188,0.9995637583892618,0.9999236846028092,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_lr,validation,0.8670212765957447,0.7585781795767413,0.9203821656050956,0.9383116883116884,0.903125,0.9272321428571428,0.9873550345944742,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_lr,test,0.8903743315508021,0.8030947030497593,0.9341894060995184,0.9540983606557376,0.9150943396226416,0.8961141060197665,0.9792779847880716,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_svm,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_svm,validation,0.8856382978723404,0.7760881908956195,0.9327073552425664,0.9341692789968652,0.93125,0.9248325892857142,0.9868687515521246,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,tfidf_svm,test,0.8823529411764706,0.7543000477783086,0.9316770186335404,0.9202453987730062,0.9433962264150944,0.9022911051212936,0.9812150034340617,
/home/jovyan/MethodKG_Clean/experiments/text_only/text_only_all/design_binary/random_cluster_stratified/classical/metrics_summary.csv,design_binary,random_cluster_stratified,classical,frozen_embedding_lr,train,0.9491428571428572,0.9115367947295808,0.9692148045658942,1.0,0.9402684563758388,0.9887145069695404,0.9981954035448952,
