epoch,loss,threshold,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,val_accuracy,val_macro_f1,val_weighted_f1,val_positive_f1,val_precision,val_recall,val_roc_auc,val_pr_auc
1,1.8131216764450073,0.5,0.15257142857142858,0.11953145274052362,0.10226971856363223,,,,,,0.14095744680851063,0.1017142913759518,0.08799640651970268,,,,,
2,2.199453115463257,0.5,0.30857142857142855,0.08568357275481286,0.14991565104493865,,,,,,0.30851063829787234,0.08407924573338106,0.1487885747804161,,,,,
3,1.792849063873291,0.5,0.16228571428571428,0.12412437369440898,0.10418570751558906,,,,,,0.15159574468085107,0.10860550553285075,0.09070424864745144,,,,,
4,1.8944998979568481,0.5,0.152,0.11179043851470222,0.09346168724386571,,,,,,0.12234042553191489,0.07259755669366653,0.0584161606606711,,,,,
5,1.8740267753601074,0.5,0.15142857142857144,0.12844921812700436,0.10660520271643587,,,,,,0.14361702127659576,0.11520878734519595,0.09569345376528662,,,,,
6,1.8133318424224854,0.5,0.18,0.17179685504006523,0.1465890127737445,,,,,,0.1595744680851064,0.15169657130826344,0.13225825052454573,,,,,
7,1.753130555152893,0.5,0.22857142857142856,0.1928040846539161,0.16767128609157925,,,,,,0.2074468085106383,0.1554083785687266,0.13980014915479871,,,,,
8,1.7160762548446655,0.5,0.2382857142857143,0.1719500070728792,0.1541474269138929,,,,,,0.2579787234042553,0.18293619768378702,0.16519431597755538,,,,,
9,1.7000964879989624,0.5,0.2845714285714286,0.22082299108789008,0.22874652975954218,,,,,,0.2925531914893617,0.22301244588122596,0.2395654762522138,,,,,
10,1.6779240369796753,0.5,0.3554285714285714,0.24189111291682464,0.29307336553214686,,,,,,0.3696808510638298,0.2726076323259422,0.31313807517358616,,,,,
11,1.6791365146636963,0.5,0.38971428571428574,0.24262467460232226,0.2970764985217996,,,,,,0.39095744680851063,0.20516021518266878,0.2673255760967973,,,,,
12,1.6711941957473755,0.5,0.3931428571428571,0.2501002533207663,0.3039231436306257,,,,,,0.38563829787234044,0.20668137155762292,0.2733539677387082,,,,,
13,1.654098629951477,0.5,0.38857142857142857,0.24994752333314643,0.30503982370454996,,,,,,0.39893617021276595,0.24627745477430155,0.3060600832080743,,,,,
14,1.6506940126419067,0.5,0.38742857142857146,0.2615694692348813,0.31612659100965085,,,,,,0.39095744680851063,0.26423103159610867,0.3183238306525,,,,,
15,1.6309070587158203,0.5,0.3777142857142857,0.2888924974381391,0.334964197500541,,,,,,0.4148936170212766,0.2854065293510768,0.34200670540431205,,,,,
16,1.617761492729187,0.5,0.3422857142857143,0.27561468291485486,0.31201061690489557,,,,,,0.31648936170212766,0.2322469874774616,0.2806447328044963,,,,,
17,1.6179319620132446,0.5,0.3177142857142857,0.2613471743195888,0.2874082938336588,,,,,,0.34308510638297873,0.2700975403217887,0.307595214341546,,,,,
18,1.599407434463501,0.5,0.3028571428571429,0.25259130333642066,0.2612167738612222,,,,,,0.3191489361702128,0.2506132825719846,0.26002998006613937,,,,,
19,1.5887939929962158,0.5,0.3137142857142857,0.27084989006093646,0.27602156970361,,,,,,0.2978723404255319,0.24410711401182864,0.2541683822905243,,,,,
20,1.5832245349884033,0.5,0.3274285714285714,0.2927692225044312,0.30254273753340394,,,,,,0.35904255319148937,0.30856467634782264,0.3344446832625882,,,,,
21,1.5763850212097168,0.5,0.3525714285714286,0.3193883069287568,0.34451944061045764,,,,,,0.30851063829787234,0.26677070766647615,0.2926157502411142,,,,,
22,1.5752127170562744,0.5,0.3577142857142857,0.32271527427385266,0.3483155220806051,,,,,,0.3271276595744681,0.26763299582698014,0.3087844131178464,,,,,
23,1.56962251663208,0.5,0.3668571428571429,0.3149964018792367,0.35156249240265164,,,,,,0.35904255319148937,0.28934752194080243,0.3335036978148487,,,,,
24,1.5572954416275024,0.5,0.38,0.31169670845737457,0.3519416161150681,,,,,,0.3670212765957447,0.289304882527726,0.32974669859428113,,,,,
25,1.5597290992736816,0.5,0.3737142857142857,0.3199715921484196,0.3553219721600274,,,,,,0.375,0.3073941260676603,0.3462028180464873,,,,,
26,1.5499554872512817,0.5,0.37542857142857144,0.330811957641536,0.36450466147742583,,,,,,0.3537234042553192,0.29045375620050945,0.33434082094105577,,,,,
27,1.5395535230636597,0.5,0.37942857142857145,0.33937415642960467,0.3714465742317993,,,,,,0.3803191489361702,0.323580426553974,0.35861235117191204,,,,,
28,1.540435791015625,0.5,0.3605714285714286,0.32530937210224303,0.35163446991069763,,,,,,0.3404255319148936,0.30405718416557453,0.3268777330460826,,,,,
29,1.528841257095337,0.5,0.36628571428571427,0.3332372553387553,0.35866641478029854,,,,,,0.375,0.32803565552109737,0.3626282374140792,,,,,
30,1.5228699445724487,0.5,0.3514285714285714,0.3194005926801187,0.34248893471980024,,,,,,0.38563829787234044,0.33788958461001334,0.37032097502877903,,,,,
31,1.5189011096954346,0.5,0.36742857142857144,0.33996887822247474,0.36735608396030905,,,,,,0.3670212765957447,0.31903291571471676,0.3554477498607503,,,,,
32,1.518540859222412,0.5,0.38685714285714284,0.3466569289261047,0.3814478141653252,,,,,,0.3324468085106383,0.2886552116557832,0.3198525518813853,,,,,
33,1.5164049863815308,0.5,0.384,0.34510540108044263,0.374796311496351,,,,,,0.3351063829787234,0.284131563707096,0.31341843757772764,,,,,
34,1.5034250020980835,0.5,0.3862857142857143,0.33749287129995365,0.370403328433112,,,,,,0.3962765957446808,0.34410995754660273,0.3777940193189846,,,,,
35,1.4945753812789917,0.5,0.3954285714285714,0.33906033291939436,0.3750880911367818,,,,,,0.4015957446808511,0.3357152361517268,0.3787657829600399,,,,,
36,1.4892112016677856,0.5,0.41714285714285715,0.3590698210347976,0.397548003383889,,,,,,0.38563829787234044,0.3082084421054459,0.35434454778668273,,,,,
37,1.4837563037872314,0.5,0.42457142857142854,0.36186100963342444,0.40035553333036333,,,,,,0.39095744680851063,0.3100602431609115,0.36165166975319807,,,,,
38,1.4867446422576904,0.5,0.4114285714285714,0.35641686996758454,0.39343867484565387,,,,,,0.40691489361702127,0.33087879513995316,0.375366407506574,,,,,
39,1.4579812288284302,0.5,0.416,0.365626977173875,0.39685144634312086,,,,,,0.4015957446808511,0.3316826590689964,0.37599599118921434,,,,,
40,1.4688376188278198,0.5,0.41942857142857143,0.36801160671302874,0.4013110892513258,,,,,,0.3723404255319149,0.31372288606053306,0.3499593605993667,,,,,
41,1.4687581062316895,0.5,0.4177142857142857,0.36586768093168637,0.4016935066491925,,,,,,0.3776595744680851,0.32188630638974586,0.35907967060735446,,,,,
42,1.4622551202774048,0.5,0.4102857142857143,0.3659234990600177,0.3972277049695831,,,,,,0.3803191489361702,0.32032392359811107,0.36133925271914913,,,,,
43,1.4465566873550415,0.5,0.42114285714285715,0.38242234270530645,0.4117327161903288,,,,,,0.3882978723404255,0.3300846746860036,0.3652146105139673,,,,,
44,1.4495902061462402,0.5,0.42628571428571427,0.38294814224136836,0.4133271429991854,,,,,,0.3882978723404255,0.3312069070653436,0.37431356407596034,,,,,
45,1.434387445449829,0.5,0.4217142857142857,0.3816611298459487,0.41196140913846285,,,,,,0.3882978723404255,0.33067679960126806,0.3689749114969675,,,,,
46,1.4358611106872559,0.5,0.43028571428571427,0.38748327808862076,0.41976510173316817,,,,,,0.40691489361702127,0.34576084575313076,0.3888867940445492,,,,,
47,1.4314616918563843,0.5,0.4137142857142857,0.3798977975673095,0.4052603923935183,,,,,,0.3670212765957447,0.30830928882676545,0.35086678527880805,,,,,
48,1.4188660383224487,0.5,0.43657142857142855,0.3949185089960206,0.42404769000188414,,,,,,0.3803191489361702,0.32684244615296043,0.3638114382857837,,,,,
49,1.4148215055465698,0.5,0.4491428571428571,0.4114574784770492,0.4396923907078975,,,,,,0.39095744680851063,0.3306380915272309,0.3743897165491772,,,,,
50,1.407472848892212,0.5,0.444,0.40982872270950904,0.43666924538022456,,,,,,0.39893617021276595,0.3440925700147002,0.3865589591577816,,,,,
51,1.3943041563034058,0.5,0.436,0.41778697427118017,0.43442878631986076,,,,,,0.39095744680851063,0.3493876662310839,0.38058033872467517,,,,,
52,1.3882911205291748,0.5,0.43028571428571427,0.41514861111736545,0.42725380854421524,,,,,,0.40691489361702127,0.35969752708034597,0.39809357283339797,,,,,
53,1.3869726657867432,0.5,0.4382857142857143,0.4135185468691982,0.43417568630584336,,,,,,0.35106382978723405,0.3020763290403113,0.3397792274677504,,,,,
54,1.375812292098999,0.5,0.43714285714285717,0.411047439900506,0.4349298600182318,,,,,,0.3670212765957447,0.3244322050525001,0.35596776178327033,,,,,
55,1.387341856956482,0.5,0.4554285714285714,0.42732328855730056,0.44838765552143645,,,,,,0.4015957446808511,0.35625287066427175,0.3932883050539871,,,,,
56,1.3818190097808838,0.5,0.4554285714285714,0.4138358329404433,0.44444715244425625,,,,,,0.39095744680851063,0.3320830831641332,0.3727850620626825,,,,,
57,1.3744643926620483,0.5,0.48,0.4379361553560441,0.4677716385652401,,,,,,0.40691489361702127,0.3537517684168389,0.39354122088538607,,,,,
58,1.3667855262756348,0.5,0.46514285714285714,0.4273639776819728,0.45528096143731067,,,,,,0.42021276595744683,0.35893152129681366,0.40636723961260574,,,,,
59,1.3567588329315186,0.5,0.45885714285714285,0.4260267362169916,0.4521099638252215,,,,,,0.4015957446808511,0.3573293597941561,0.39464928079373984,,,,,
60,1.3427995443344116,0.5,0.47085714285714286,0.4470415607586651,0.4670394396891158,,,,,,0.375,0.3213060840967818,0.36456406862146595,,,,,
61,1.347273588180542,0.5,0.4805714285714286,0.4564575646075652,0.4762203940092418,,,,,,0.4015957446808511,0.3550891887117776,0.3935774778218502,,,,,
62,1.3424066305160522,0.5,0.47085714285714286,0.4509827491865615,0.4682138352056059,,,,,,0.38563829787234044,0.3433288022985992,0.37798084002211996,,,,,
63,1.3354297876358032,0.5,0.4817142857142857,0.44983380210625623,0.47590232890464224,,,,,,0.425531914893617,0.3746855082811282,0.41507793715250113,,,,,
64,1.318782091140747,0.5,0.5,0.4602123956234949,0.4868749823866771,,,,,,0.42819148936170215,0.3470525494187844,0.39565357850325017,,,,,
65,1.3231089115142822,0.5,0.5011428571428571,0.4659897145887007,0.4909150548497916,,,,,,0.43351063829787234,0.37957583088979324,0.4178828262526841,,,,,
66,1.3047914505004883,0.5,0.48742857142857143,0.458527498247828,0.4788224665178989,,,,,,0.3882978723404255,0.3289224667771578,0.3732810685814727,,,,,
67,1.309193730354309,0.5,0.49314285714285716,0.46237531214564725,0.48684771695149004,,,,,,0.3882978723404255,0.3436482624943822,0.3759577419117452,,,,,
68,1.3135004043579102,0.5,0.49885714285714283,0.46474070400476153,0.4925765650310017,,,,,,0.39361702127659576,0.3423200982649142,0.38303291182540233,,,,,
69,1.3015599250793457,0.5,0.4828571428571429,0.4598456982913009,0.47961962306654665,,,,,,0.43882978723404253,0.39987695848506893,0.43651461838590294,,,,,
70,1.295560359954834,0.5,0.49257142857142855,0.4631955476017058,0.4859483295417953,,,,,,0.4175531914893617,0.3716812698796477,0.4105783807342846,,,,,
71,1.282354474067688,0.5,0.492,0.4624438854903354,0.4881194961231482,,,,,,0.38563829787234044,0.3460755790315379,0.38169803254533885,,,,,
72,1.2955529689788818,0.5,0.48514285714285715,0.45660906926932593,0.4785421679468161,,,,,,0.38563829787234044,0.32810576019918025,0.37097952319156174,,,,,
73,1.281923532485962,0.5,0.5,0.4738561914440014,0.4955821184542303,,,,,,0.42819148936170215,0.37321050166780184,0.41700866397493325,,,,,
74,1.2790006399154663,0.5,0.49714285714285716,0.463558470554899,0.48853424079572116,,,,,,0.39095744680851063,0.3386060221637826,0.3812976239865273,,,,,
75,1.2744975090026855,0.5,0.5057142857142857,0.48159564486458445,0.5003734105665503,,,,,,0.40425531914893614,0.36136652538766345,0.40208235704837725,,,,,
76,1.2585827112197876,0.5,0.496,0.47690470930212053,0.4921660768297662,,,,,,0.4521276595744681,0.4071790715320411,0.44584550722648897,,,,,
77,1.255691409111023,0.5,0.5045714285714286,0.4801289544481034,0.4999758120215621,,,,,,0.4095744680851064,0.36137508446198224,0.40053933416465143,,,,,
78,1.2555464506149292,0.5,0.49542857142857144,0.4868149358349922,0.49501578336372914,,,,,,0.4095744680851064,0.37441163777562836,0.4070728648222471,,,,,
79,1.243826985359192,0.5,0.5068571428571429,0.4884479916281504,0.5044359229468357,,,,,,0.4122340425531915,0.36928407942677466,0.4121397071654936,,,,,
80,1.2715872526168823,0.5,0.4982857142857143,0.48279201600778743,0.4963620872143685,,,,,,0.3882978723404255,0.36222072495436985,0.3923981461435186,,,,,
81,1.263268232345581,0.5,0.5068571428571429,0.49039650721355493,0.5060023309141741,,,,,,0.4095744680851064,0.37313609576120915,0.40418335055416094,,,,,
82,1.2377712726593018,0.5,0.5125714285714286,0.48894382798778246,0.5068409601043424,,,,,,0.4095744680851064,0.36820497679621306,0.4050414407597235,,,,,
83,1.2438238859176636,0.5,0.5131428571428571,0.4889013211444675,0.5062762915374838,,,,,,0.4095744680851064,0.3669996983805699,0.4040344510037101,,,,,
84,1.228803038597107,0.5,0.5297142857142857,0.5101848461550719,0.5273524490832794,,,,,,0.425531914893617,0.3706001848735386,0.4135841660316464,,,,,
85,1.2321054935455322,0.5,0.5205714285714286,0.5064780240284329,0.522190844383795,,,,,,0.39095744680851063,0.35650675725505315,0.3945818748646415,,,,,
86,1.2177410125732422,0.5,0.5211428571428571,0.5073718230540202,0.5213279289008471,,,,,,0.40691489361702127,0.37344358974414676,0.4058307122875473,,,,,
87,1.2172659635543823,0.5,0.5131428571428571,0.5040667768598553,0.5114219468978699,,,,,,0.4148936170212766,0.3816338903271,0.4143914096289869,,,,,
