model,target,split_col,best_epoch,threshold,num_train,num_validation,num_test,num_nodes,num_edges,feature_dim,hidden_channels,num_layers,dropout,lr,weight_decay,device,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_positive_f1,validation_precision,validation_recall,validation_roc_auc,validation_pr_auc,test_accuracy,test_macro_f1,test_weighted_f1,test_positive_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
simteg_graphsage,target_mmr_multiclass,split_temporal_cluster_safe,101,0.5,1257,346,897,32161,516227,892,128,2,0.35,0.003,0.0001,cuda,0.7040572792362768,0.6946164310459862,0.6994886590015681,,,,,,0.43352601156069365,0.3277087110693578,0.38806500260213844,,,,,,0.5083612040133779,0.3076985670545788,0.4487449721513849,,,,,
