model,target,split_col,best_epoch,threshold,num_train,num_validation,num_test,num_nodes,num_edges,feature_dim,hidden_channels,num_layers,dropout,lr,weight_decay,device,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_positive_f1,validation_precision,validation_recall,validation_roc_auc,validation_pr_auc,test_accuracy,test_macro_f1,test_weighted_f1,test_positive_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
simteg_graphsage,target_mmr_multiclass,split_edu_to_eng_cluster_safe,105,0.5,1834,324,342,32161,516227,892,128,2,0.35,0.003,0.0001,cuda,0.6368593238822247,0.6175163437006067,0.6353147918595438,,,,,,0.49074074074074076,0.449695733856073,0.48696136432207415,,,,,,0.4239766081871345,0.41822087320884566,0.4291973459814318,,,,,
