accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.8421052631578947,0.6092916984006094,0.8156491762536577,0.9108910891089109,0.8679245283018868,0.9583333333333334,0.7633101851851851,0.9477039097650722,metadata_mlp,binary,
