,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,87,11,0,7,0,5
true_implicit_mmr,41,10,0,3,0,3
true_multi_method_not_mmr,25,5,5,18,0,6
true_no_method_signal,14,6,9,21,0,5
true_qual_only,17,7,1,4,1,1
true_quant_only,24,7,3,13,0,6
