model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,macro_ovr_roc_auc,macro_pr_auc,n_train,n_validation,n_classes
dummy,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.3013698630136986,0.07719298245614035,0.13958183129055515,0.5,0.16666666666666666,1735,400,6
fusion_lr,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.44931506849315067,0.39325971028190354,0.43514378721223473,0.7608960594004733,0.3975766049295176,1735,400,6
fusion_svm,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.4575342465753425,0.4007665226440618,0.44468142940758976,0.7426468159666513,0.3975565704127222,1735,400,6
fusion_mlp,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.43561643835616437,0.3674677002535682,0.40922035774081594,0.7654569432022869,0.40279649647622057,1735,400,6
fusion_extra_trees,target_mmr_multiclass,split_cold_start_pi_cluster_safe,365,0.4602739726027397,0.2718950022355595,0.33857037101025395,0.7614634859015377,0.3906824395885062,1735,400,6
