accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.7844036697247706,0.6787987084234616,0.7531446011795833,0.4946236559139785,0.8214285714285714,0.35384615384615387,0.6945701357466063,0.6242786072689409,metadata_lr,binary,
