,pred_explicit_mmr,pred_implicit_mmr,pred_multi_method_not_mmr,pred_no_method_signal,pred_qual_only,pred_quant_only
true_explicit_mmr,298,44,13,26,17,46
true_implicit_mmr,84,24,10,12,8,28
true_multi_method_not_mmr,24,17,12,21,4,13
true_no_method_signal,4,0,0,13,0,6
true_qual_only,37,10,9,13,13,13
true_quant_only,15,14,4,20,4,21
