model,target,split_col,best_epoch,threshold,num_train,num_validation,num_test,num_nodes,num_edges,feature_dim,hidden_channels,num_layers,dropout,lr,weight_decay,device,train_accuracy,train_macro_f1,train_weighted_f1,train_positive_f1,train_precision,train_recall,train_roc_auc,train_pr_auc,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_positive_f1,validation_precision,validation_recall,validation_roc_auc,validation_pr_auc,test_accuracy,test_macro_f1,test_weighted_f1,test_positive_f1,test_precision,test_recall,test_roc_auc,test_pr_auc
simteg_graphsage,target_design_binary,split_edu_to_eng_cluster_safe,6,0.5,1834,324,342,32161,516227,892,128,2,0.35,0.003,0.0001,cuda,0.8789531079607416,0.7122100173883541,0.8691587430417331,0.9312693498452013,0.9082125603864735,0.9555273189326556,0.8989590460365555,0.9819713780630779,0.8734567901234568,0.6757390094466278,0.8570454328340759,0.92894280762565,0.8963210702341137,0.9640287769784173,0.8578354707538317,0.9734847542212083,0.8421052631578947,0.6985702160997584,0.8262920800074222,0.9065743944636678,0.8675496688741722,0.9492753623188406,0.8771409749670619,0.9684227467999953
