model,target,split_col,eval_split,n,best_epoch,best_val_macro_f1,seed,accuracy,macro_f1,weighted_f1,positive_precision,positive_recall,positive_f1,roc_auc,pr_auc,threshold
text_hgt,target_design_binary,split_cold_start_pi_cluster_safe,train,1735,11,0.7314148681055156,42,0.8559077809798271,0.7258564024775629,0.8556901217689445,0.9140518417462483,0.9153005464480874,0.9146757679180887,0.7974890609561832,0.951083273606894,
text_hgt,target_design_binary,split_cold_start_pi_cluster_safe,validation,400,11,0.7314148681055156,42,0.8775,0.7314148681055156,0.8839376498800959,0.9472140762463344,0.9124293785310734,0.9294964028776979,0.8413780397936624,0.9719616664890924,
text_hgt,target_design_binary,split_cold_start_pi_cluster_safe,test,365,11,0.7314148681055156,42,0.8602739726027397,0.702012198050233,0.853729312752824,0.9034267912772586,0.9354838709677419,0.919175911251981,0.7643988269794721,0.9461923780294295,
