epoch,train_loss,val_macro_f1,val_accuracy,val_weighted_f1,val_positive_precision,val_positive_recall,val_positive_f1,val_roc_auc,val_pr_auc,val_threshold
1,0.7999336123466492,0.46949602122015915,0.885,0.8310079575596816,0.885,1.0,0.9389920424403183,0.9010685335298453,0.9862020788997701,
2,1.0658199787139893,0.7098225081007883,0.8875,0.8846617014073608,0.9303621169916435,0.943502824858757,0.9368863955119214,0.8825227216900025,0.9788624206289316,
3,0.7089217901229858,0.1031390134529148,0.115,0.023721973094170404,0.0,0.0,0.0,0.858388602309015,0.972823529181727,
4,0.7304946184158325,0.1031390134529148,0.115,0.023721973094170404,0.0,0.0,0.0,0.8621346106607712,0.9739558755956366,
5,0.7309128046035767,0.10618768792530463,0.1175,0.028761196391834148,1.0,0.002824858757062147,0.005633802816901409,0.8692581675264063,0.9763579140552474,
6,0.6954613924026489,0.4781564288228838,0.5275,0.6017159403883455,0.9881656804733728,0.4717514124293785,0.638623326959847,0.8694423974453451,0.97718224145087,
7,0.6766338348388672,0.7227997227997228,0.8675,0.877013167013167,0.9492537313432836,0.8983050847457628,0.9230769230769231,0.856791943011545,0.9747046765957035,
8,0.6605851650238037,0.6028199781550988,0.9,0.8673617317048952,0.9005102040816326,0.9971751412429378,0.9463806970509383,0.8454925079832966,0.97226284891965,
9,0.6623965501785278,0.5706693892510275,0.8975,0.8591044268174559,0.8962025316455696,1.0,0.945260347129506,0.8392286907393761,0.9711050523755612,
10,0.6728930473327637,0.6468073241007528,0.905,0.8793317222790223,0.9072164948453608,0.9943502824858758,0.9487870619946092,0.8387988209285188,0.9709850262326072,
11,0.6554707884788513,0.7314148681055156,0.8775,0.8839376498800959,0.9472140762463344,0.9124293785310734,0.9294964028776979,0.8413780397936624,0.9719616664890924,
12,0.636956512928009,0.6655518394648829,0.79,0.8226421404682275,0.9655172413793104,0.7909604519774012,0.8695652173913043,0.8446941783345615,0.9729854086656373,
13,0.640071451663971,0.6036712557363371,0.715,0.7654130162703379,0.9651162790697675,0.7033898305084746,0.8137254901960784,0.8479489069024809,0.9736320622523554,
