model,target,split_col,n_test,accuracy,macro_f1,weighted_f1,positive_f1,positive_precision,positive_recall,roc_auc,pr_auc,n_train,n_validation,n_classes
fusion_extra_trees,target_integration_binary,split_edu_to_eng_cluster_safe,342,0.7573099415204678,0.7351137986058621,0.7539468895637095,0.6584362139917695,0.7017543859649122,0.6201550387596899,0.8176656840266404,0.6781162265729349,1841,317,2
