accuracy,macro_f1,weighted_f1,positive_f1,precision,recall,roc_auc,pr_auc,model,label_type,threshold
0.6403508771929824,0.6321712441961124,0.6379451027821383,0.5773195876288659,0.6086956521739131,0.5490196078431373,0.7438530967942734,0.7304104234250555,metadata_svm,binary,
